SID,entry,evaluation,replacement
101,boar,FOUND,boar
101,cat,FOUND,cat
101,dog,FOUND,dog
101,elephant,FOUND,elephant
101,fish,FOUND,fish
101,rat,FOUND,rat
101,cow,FOUND,cow
101,shark,FOUND,shark
101,zebra,FOUND,zebra
101,monkey,FOUND,monkey
101,orangutan,FOUND,orangutan
101,dolphin,FOUND,dolphin
101,whale,FOUND,whale
101,shark,FOUND,shark
101,bird,FOUND,bird
101,turtle,FOUND,turtle
101,bat,FOUND,bat
104,dog,FOUND,dog
104,bird,FOUND,bird
104,cat,FOUND,cat
104,rabbit,FOUND,rabbit
104,human,FOUND,human
104,elephant,FOUND,elephant
104,flamingo,FOUND,flamingo
104,rhino,FOUND,rhino
104,bobcat,FOUND,bobcat
104,tiger,FOUND,tiger
104,wolf,FOUND,wolf
104,seal,FOUND,seal
104,squirrel,FOUND,squirrel
104,dolphin,FOUND,dolphin
104,octopus,FOUND,octopus
104,starfish,FOUND,starfish
104,jellyfish,FOUND,jellyfish
104,giraffe,FOUND,giraffe
104,zebra,FOUND,zebra
104,vulture,FOUND,vulture
104,monkey,FOUND,monkey
104,chimpanzee,FOUND,chimpanzee
104,gorilla,FOUND,gorilla
104,sloth,FOUND,sloth
105,pig,FOUND,pig
105,cat,FOUND,cat
105,dog,FOUND,dog
105,horse,FOUND,horse
105,alligator,FOUND,alligator
105,snake,FOUND,snake
105,lion,FOUND,lion
105,hippo,FOUND,hippo
105,elephant,FOUND,elephant
105,tiger,FOUND,tiger
105,giraffe,FOUND,giraffe
105,antelope,FOUND,antelope
105,deer,FOUND,deer
105,moose,FOUND,moose
105,iguana,FOUND,iguana
105,bird,FOUND,bird
105,fish,FOUND,fish
105,whale,FOUND,whale
105,dolphin,FOUND,dolphin
105,ant,FOUND,ant
105,spider,FOUND,spider
105,bat,FOUND,bat
105,possum,FOUND,possum
105,mouse,FOUND,mouse
105,rat,FOUND,rat
106,dog,FOUND,dog
106,cat,FOUND,cat
106,hamster,FOUND,hamster
106,horse,FOUND,horse
106,cow,FOUND,cow
106,chicken,FOUND,chicken
106,rooster,FOUND,rooster
106,bird,FOUND,bird
106,fish,FOUND,fish
106,deer,FOUND,deer
106,possum,FOUND,possum
106,squirrel,FOUND,squirrel
106,frog,FOUND,frog
106,butterfly,FOUND,butterfly
106,bee,FOUND,bee
106,fly,FOUND,fly
106,mouse,FOUND,mouse
106,rat,FOUND,rat
106,chipmunk,FOUND,chipmunk
801,bird,FOUND,bird
801,cat,FOUND,cat
801,dog,FOUND,dog
801,horse,FOUND,horse
801,duck,FOUND,duck
801,butterfly,FOUND,butterfly
801,squirrel,FOUND,squirrel
801,monkey,FOUND,monkey
801,ant,FOUND,ant
801,anteater,FOUND,anteater
801,beetle,FOUND,beetle
801,pig,FOUND,pig
801,cow,FOUND,cow
801,chicken,FOUND,chicken
801,hen,FOUND,hen
801,bull,FOUND,bull
801,frog,FOUND,frog
802,leopard,FOUND,leopard
802,jaguar,FOUND,jaguar
802,ocelot,FOUND,ocelot
802,pigeon,FOUND,pigeon
802,dove,FOUND,dove
802,dog,FOUND,dog
802,cat,FOUND,cat
802,lizard,FOUND,lizard
802,chicken,FOUND,chicken
802,junglefowl,REPLACE,jungle fowl
802,pelican,FOUND,pelican
802,seagull,FOUND,seagull
802,fish,FOUND,fish
803,dog,FOUND,dog
803,cat,FOUND,cat
803,gerbil,FOUND,gerbil
803,ferret,FOUND,ferret
803,guinea_pig,REPLACE,guinea pig
803,fish,FOUND,fish
803,salmon,FOUND,salmon
803,bass,FOUND,bass
803,walleye,FOUND,walleye
803,bluegill,FOUND,bluegill
803,mouse,FOUND,mouse
803,rat,FOUND,rat
803,hamster,FOUND,hamster
803,crocodile,FOUND,crocodile
803,alligator,FOUND,alligator
803,caiman,FOUND,caiman
803,bat,FOUND,bat
803,squirrel,FOUND,squirrel
803,chipmunk,FOUND,chipmunk
803,rabbit,FOUND,rabbit
803,goldfish,FOUND,goldfish
804,dog,FOUND,dog
804,cat,FOUND,cat
804,bird,FOUND,bird
804,manta_ray,REPLACE,manta ray
804,stingray,FOUND,stingray
804,tiger,FOUND,tiger
804,lion,FOUND,lion
804,zebra,FOUND,zebra
804,hippo,FOUND,hippo
804,giraffe,FOUND,giraffe
804,whale,FOUND,whale
804,dolphin,FOUND,dolphin
804,kiwi,FOUND,kiwi
804,elephant,FOUND,elephant
804,dodo,FOUND,dodo
804,robin,FOUND,robin
804,sparrow,FOUND,sparrow
804,pigeon,FOUND,pigeon
804,mouse,FOUND,mouse
804,dinosaur,FOUND,dinosaur
804,fish,FOUND,fish
804,bluegill,FOUND,bluegill
804,shark,FOUND,shark
804,hammerhead_shark,REPLACE,hammerhead shark
805,dog,FOUND,dog
805,cat,FOUND,cat
805,lizard,FOUND,lizard
805,goat,FOUND,goat
805,lion,FOUND,lion
805,tiger,FOUND,tiger
805,bear,FOUND,bear
805,fish,FOUND,fish
805,cheetah,FOUND,cheetah
805,ape,FOUND,ape
805,pig,FOUND,pig
805,cow,FOUND,cow
805,raccoon,FOUND,raccoon
805,owl,FOUND,owl
805,ram,FOUND,ram
805,koala,FOUND,koala
805,snake,FOUND,snake
806,kangaroo,FOUND,kangaroo
806,octopus,FOUND,octopus
806,dog,FOUND,dog
806,cat,FOUND,cat
806,bird,FOUND,bird
806,penguin,FOUND,penguin
806,flamingo,FOUND,flamingo
806,emu,FOUND,emu
806,koala,FOUND,koala
806,polar_bear,REPLACE,polar bear
806,rat,FOUND,rat
806,grizzly_bear,REPLACE,grizzly bear
806,moose,FOUND,moose
806,clownfish,FOUND,clownfish
806,pufferfish,FOUND,pufferfish
806,coyote,FOUND,coyote
806,mountain_lion,REPLACE,mountain lion
806,raccoon,FOUND,raccoon
806,possum,FOUND,possum
806,deer,FOUND,deer
806,snake,FOUND,snake
806,copperhead,FOUND,copperhead
807,ape,FOUND,ape
807,monkey,FOUND,monkey
807,orangutan,FOUND,orangutan
807,salamander,FOUND,salamander
807,lizard,FOUND,lizard
807,dog,FOUND,dog
807,cat,FOUND,cat
807,hamster,FOUND,hamster
807,ferret,FOUND,ferret
807,sun_bear,REPLACE,sun bear
807,gerbil,FOUND,gerbil
807,sheep,FOUND,sheep
807,fox,FOUND,fox
807,raccoon,FOUND,raccoon
807,opossum,FOUND,opossum
807,goose,FOUND,goose
807,raven,FOUND,raven
807,horse,FOUND,horse
807,dog,FOUND,dog
807,cow,FOUND,cow
807,goat,FOUND,goat
807,polar_bear,REPLACE,polar bear
807,grizzly_bear,REPLACE,grizzly bear
807,gorilla,FOUND,gorilla
807,leopard,FOUND,leopard
807,antelope,FOUND,antelope
807,crocodile,FOUND,crocodile
808,dog,FOUND,dog
808,cat,FOUND,cat
808,pig,FOUND,pig
808,sheep,FOUND,sheep
808,llama,FOUND,llama
808,maned_wolf,REPLACE,maned wolf
808,wolf,FOUND,wolf
808,coyote,FOUND,coyote
808,whale,FOUND,whale
808,ostrich,FOUND,ostrich
808,giraffe,FOUND,giraffe
808,hippo,FOUND,hippo
808,lion,FOUND,lion
808,tiger,FOUND,tiger
808,bear,FOUND,bear
808,panda,FOUND,panda
808,fox,FOUND,fox
808,turtle,FOUND,turtle
808,squid,FOUND,squid
808,alligator,FOUND,alligator
808,fish,FOUND,fish
808,pufferfish,FOUND,pufferfish
808,shark,FOUND,shark
808,whale_shark,REPLACE,whale shark
808,piranha,FOUND,piranha
809,dog,FOUND,dog
809,cat,FOUND,cat
809,hamster,FOUND,hamster
809,gerbil,FOUND,gerbil
809,snake,FOUND,snake
809,lizard,FOUND,lizard
809,frog,FOUND,frog
809,tarantula,FOUND,tarantula
809,ant,FOUND,ant
809,elephant,FOUND,elephant
809,giraffe,FOUND,giraffe
809,lion,FOUND,lion
809,tiger,FOUND,tiger
809,blue_whale,REPLACE,blue whale
809,shark,FOUND,shark
809,fish,FOUND,fish
809,dolphin,FOUND,dolphin
809,stingray,FOUND,stingray
809,anteater,FOUND,anteater
809,bird,FOUND,bird
809,seagull,FOUND,seagull
809,butterfly,FOUND,butterfly
810,dog,FOUND,dog
810,cat,FOUND,cat
810,horse,FOUND,horse
810,deer,FOUND,deer
810,alligator,FOUND,alligator
810,mouse,FOUND,mouse
810,lion,FOUND,lion
810,tiger,FOUND,tiger
811,pigeon,FOUND,pigeon
811,sparrow,FOUND,sparrow
811,chicken,FOUND,chicken
811,crow,FOUND,crow
811,dolphin,FOUND,dolphin
811,pig,FOUND,pig
811,cow,FOUND,cow
811,donkey,FOUND,donkey
811,horse,FOUND,horse
811,monkey,FOUND,monkey
811,orangutan,FOUND,orangutan
811,chimpanzee,FOUND,chimpanzee
811,lion,FOUND,lion
811,zebra,FOUND,zebra
811,gazelle,FOUND,gazelle
812,cat,FOUND,cat
812,dog,FOUND,dog
812,snake,FOUND,snake
812,corn_snake,REPLACE,corn snake
812,boa_constrictor,REPLACE,boa constrictor
812,anaconda,FOUND,anaconda
812,human,FOUND,human
812,manatee,FOUND,manatee
812,sperm_whale,REPLACE,sperm whale
812,blue_whale,REPLACE,blue whale
812,killer_whale,REPLACE,killer whale
812,frog,FOUND,frog
812,tree_frog,REPLACE,treefrog
812,toad,FOUND,toad
812,horned_toad,REPLACE,horned toad
812,salamander,FOUND,salamander
812,crawdad,FOUND,crawdad
812,clownfish,FOUND,clownfish
812,guppy,FOUND,guppy
812,goldfish,FOUND,goldfish
812,parrot,FOUND,parrot
812,anaconda,FOUND,anaconda
812,coral,FOUND,coral
812,rabbit,FOUND,rabbit
812,deer,FOUND,deer
813,dog,FOUND,dog
813,gopher,FOUND,gopher
813,cat,FOUND,cat
813,lion,FOUND,lion
813,tiger,FOUND,tiger
813,platypus,FOUND,platypus
813,walrus,FOUND,walrus
813,dolphin,FOUND,dolphin
813,parrot,FOUND,parrot
813,parakeet,FOUND,parakeet
813,spider,FOUND,spider
813,lion,FOUND,lion
813,fish,FOUND,fish
813,snake,FOUND,snake
813,stingray,FOUND,stingray
813,praying_mantis,REPLACE,praying mantis
813,butterfly,FOUND,butterfly
813,ant,FOUND,ant
813,fire_ant,REPLACE,fire ant
814,cat,FOUND,cat
814,dog,FOUND,dog
814,snake,FOUND,snake
814,lizard,FOUND,lizard
814,ostrich,FOUND,ostrich
814,goldfish,FOUND,goldfish
814,koi_fish,REPLACE,koi fish
814,lion,FOUND,lion
814,tiger,FOUND,tiger
814,bear,FOUND,bear
814,panda,FOUND,panda
814,polar_bear,REPLACE,polar bear
814,grizzly_bear,REPLACE,grizzly bear
814,jellyfish,FOUND,jellyfish
814,sunfish,FOUND,sunfish
814,bluegill,FOUND,bluegill
814,kangaroo,FOUND,kangaroo
814,flamingo,FOUND,flamingo
814,penguin,FOUND,penguin
814,squirrel,FOUND,squirrel
814,chipmunk,FOUND,chipmunk
814,bluebird,FOUND,bluebird
814,robin,FOUND,robin
815,dog,FOUND,dog
815,cat,FOUND,cat
815,squirrel,FOUND,squirrel
815,ferret,FOUND,ferret
815,tiger,FOUND,tiger
815,lion,FOUND,lion
815,zebra,FOUND,zebra
815,giraffe,FOUND,giraffe
815,rhino,FOUND,rhino
815,crocodile,FOUND,crocodile
815,hamster,FOUND,hamster
815,rat,FOUND,rat
815,flamingo,FOUND,flamingo
815,deer,FOUND,deer
815,bull,FOUND,bull
815,bird,FOUND,bird
815,squirrel,FOUND,squirrel
815,raccoon,FOUND,raccoon
815,monkey,FOUND,monkey
815,gorilla,FOUND,gorilla
815,gerbil,FOUND,gerbil
816,cat,FOUND,cat
816,dog,FOUND,dog
816,skunk,FOUND,skunk
816,horse,FOUND,horse
816,cow,FOUND,cow
816,bird,FOUND,bird
816,toucan,FOUND,toucan
816,parakeet,FOUND,parakeet
816,penguin,FOUND,penguin
816,seal,FOUND,seal
816,polar_bear,REPLACE,polar bear
816,stork,FOUND,stork
816,albatross,FOUND,albatross
816,whale,FOUND,whale
816,killer_whale,REPLACE,killer whale
816,narwhal,FOUND,narwhal
816,sea_lion,REPLACE,sealion
816,lion,FOUND,lion
816,tiger,FOUND,tiger
816,gorilla,FOUND,gorilla
816,monkey,FOUND,monkey
816,ape,FOUND,ape
816,pelican,FOUND,pelican
816,flamingo,FOUND,flamingo
817,dog,FOUND,dog
817,cat,FOUND,cat
817,okapi,FOUND,okapi
817,kangaroo,FOUND,kangaroo
817,pigeon,FOUND,pigeon
817,koala,FOUND,koala
817,giraffe,FOUND,giraffe
817,aardvark,FOUND,aardvark
817,anteater,FOUND,anteater
817,antelope,FOUND,antelope
817,deer,FOUND,deer
817,mouse,FOUND,mouse
817,bat,FOUND,bat
817,camel,FOUND,camel
817,shark,FOUND,shark
817,fish,FOUND,fish
817,ray,FOUND,ray
817,sawfish,FOUND,sawfish
817,coral,FOUND,coral
817,sponge,FOUND,sponge
817,snail,FOUND,snail
817,bee,FOUND,bee
817,wasp,FOUND,wasp
817,spider,FOUND,spider
817,cow,FOUND,cow
817,horse,FOUND,horse
818,dolphin,FOUND,dolphin
818,alligator,FOUND,alligator
818,shark,FOUND,shark
818,scorpion,FOUND,scorpion
818,fish,FOUND,fish
818,lion,FOUND,lion
818,ram,FOUND,ram
818,goat,FOUND,goat
818,raven,FOUND,raven
818,weasel,FOUND,weasel
818,beaver,FOUND,beaver
818,snake,FOUND,snake
818,snow_goose,REPLACE,snow goose
818,ant,FOUND,ant
818,beetle,FOUND,beetle
818,wasp,FOUND,wasp
818,fly,FOUND,fly
818,dragonfly,FOUND,dragonfly
818,firefly,FOUND,firefly
818,whale,FOUND,whale
819,dog,FOUND,dog
819,pig,FOUND,pig
819,cow,FOUND,cow
819,horse,FOUND,horse
819,sheep,FOUND,sheep
819,bird,FOUND,bird
819,shark,FOUND,shark
819,fish,FOUND,fish
819,bear,FOUND,bear
819,lion,FOUND,lion
819,tiger,FOUND,tiger
819,canary,FOUND,canary
819,ant,FOUND,ant
819,ladybug,FOUND,ladybug
819,fish,FOUND,fish
819,cat,FOUND,cat
819,eagle,FOUND,eagle
819,falcon,FOUND,falcon
820,pig,FOUND,pig
820,horse,FOUND,horse
820,cow,FOUND,cow
820,bird,FOUND,bird
820,sheep,FOUND,sheep
820,lamb,FOUND,lamb
820,fish,FOUND,fish
820,dog,FOUND,dog
820,cat,FOUND,cat
820,monkey,FOUND,monkey
820,bear,FOUND,bear
820,tiger,FOUND,tiger
820,jaguar,FOUND,jaguar
820,leopard,FOUND,leopard
820,lion,FOUND,lion
820,hippo,FOUND,hippo
820,hyena,FOUND,hyena
820,snake,FOUND,snake
820,bird,FOUND,bird
820,ostrich,FOUND,ostrich
820,shrimp,FOUND,shrimp
820,crab,FOUND,crab
820,lobster,FOUND,lobster
820,horse,FOUND,horse
820,llama,FOUND,llama
820,alpaca,FOUND,alpaca
820,camel,FOUND,camel
820,cheetah,FOUND,cheetah
820,lion,FOUND,lion
820,ape,FOUND,ape
820,monkey,FOUND,monkey
821,cow,FOUND,cow
821,pig,FOUND,pig
821,dog,FOUND,dog
821,horse,FOUND,horse
821,cat,FOUND,cat
821,sheep,FOUND,sheep
821,rabbit,FOUND,rabbit
821,muskrat,FOUND,muskrat
821,catfish,FOUND,catfish
821,goldfish,FOUND,goldfish
821,bull,FOUND,bull
821,goat,FOUND,goat
821,mouse,FOUND,mouse
821,rat,FOUND,rat
821,ant,FOUND,ant
821,cricket,FOUND,cricket
821,human,FOUND,human
821,seagull,FOUND,seagull
821,goose,FOUND,goose
821,swan,FOUND,swan
822,dog,FOUND,dog
822,cat,FOUND,cat
822,lion,FOUND,lion
822,turtle,FOUND,turtle
822,fish,FOUND,fish
822,gerbil,FOUND,gerbil
822,giraffe,FOUND,giraffe
822,elephant,FOUND,elephant
822,rhinoceros,FOUND,rhinoceros
822,hippopotamus,FOUND,hippopotamus
822,ostrich,FOUND,ostrich
822,bird,FOUND,bird
822,toucan,FOUND,toucan
822,lion,FOUND,lion
822,bear,FOUND,bear
822,tiger,FOUND,tiger
822,rat,FOUND,rat
822,whale,FOUND,whale
822,jellyfish,FOUND,jellyfish
822,stingray,FOUND,stingray
822,clownfish,FOUND,clownfish
822,swordfish,FOUND,swordfish
822,turtle,FOUND,turtle
822,snake,FOUND,snake
823,dog,FOUND,dog
823,cat,FOUND,cat
823,hamster,FOUND,hamster
823,bunny,FOUND,bunny
823,lizard,FOUND,lizard
823,snake,FOUND,snake
823,turtle,FOUND,turtle
823,kangaroo,FOUND,kangaroo
823,zebra,FOUND,zebra
823,tiger,FOUND,tiger
823,lion,FOUND,lion
823,gazelle,FOUND,gazelle
823,reindeer,FOUND,reindeer
823,doe,FOUND,doe
823,skunk,FOUND,skunk
823,snail,FOUND,snail
823,butterfly,FOUND,butterfly
823,worm,FOUND,worm
823,blue_jay,REPLACE,blue jay
823,bird,FOUND,bird
823,swan,FOUND,swan
823,canary,FOUND,canary
823,cardinal,FOUND,cardinal
823,parakeet,FOUND,parakeet
824,dog,FOUND,dog
824,bear,FOUND,bear
824,cat,FOUND,cat
824,lion,FOUND,lion
824,cheetah,FOUND,cheetah
824,tiger,FOUND,tiger
824,penguin,FOUND,penguin
824,zebra,FOUND,zebra
824,gorilla,FOUND,gorilla
824,alligator,FOUND,alligator
824,crocodile,FOUND,crocodile
824,koala,FOUND,koala
824,lizard,FOUND,lizard
824,iguana,FOUND,iguana
824,fish,FOUND,fish
824,jellyfish,FOUND,jellyfish
824,shark,FOUND,shark
824,whale,FOUND,whale
824,dog,FOUND,dog
825,dog,FOUND,dog
825,cat,FOUND,cat
825,mouse,FOUND,mouse
825,rat,FOUND,rat
825,muskrat,FOUND,muskrat
825,frog,FOUND,frog
825,fish,FOUND,fish
825,giraffe,FOUND,giraffe
825,horse,FOUND,horse
825,elephant,FOUND,elephant
825,zebra,FOUND,zebra
825,leopard,FOUND,leopard
825,cheetah,FOUND,cheetah
825,tiger,FOUND,tiger
825,eagle,FOUND,eagle
825,cockatoo,FOUND,cockatoo
825,dog,FOUND,dog
825,cat,FOUND,cat
825,ferret,FOUND,ferret
825,goldfish,FOUND,goldfish
825,bass,FOUND,bass
825,crappie,FOUND,crappie
825,tapir,FOUND,tapir
825,elephant,FOUND,elephant
825,crocodile,FOUND,crocodile
826,snail,FOUND,snail
826,eagle,FOUND,eagle
826,canary,FOUND,canary
826,crow,FOUND,crow
826,bird,FOUND,bird
826,dog,FOUND,dog
826,cat,FOUND,cat
826,mouse,FOUND,mouse
826,lizard,FOUND,lizard
826,frog,FOUND,frog
826,slug,FOUND,slug
826,crane,FOUND,crane
826,flamingo,FOUND,flamingo
826,egret,FOUND,egret
826,snake,FOUND,snake
826,hippopotamus,FOUND,hippopotamus
826,giraffe,FOUND,giraffe
826,lion,FOUND,lion
827,dog,FOUND,dog
827,cat,FOUND,cat
827,bird,FOUND,bird
827,elephant,FOUND,elephant
827,giraffe,FOUND,giraffe
827,gorilla,FOUND,gorilla
827,monkey,FOUND,monkey
827,ostrich,FOUND,ostrich
827,armadillo,FOUND,armadillo
827,pangolin,FOUND,pangolin
827,lion,FOUND,lion
827,puma,FOUND,puma
827,cheetah,FOUND,cheetah
827,octopus,FOUND,octopus
827,tiger,FOUND,tiger
827,eagle,FOUND,eagle
827,hawk,FOUND,hawk
827,horse,FOUND,horse
827,zebra,FOUND,zebra
827,baboon,FOUND,baboon
827,hyena,FOUND,hyena
828,gorilla,FOUND,gorilla
828,monkey,FOUND,monkey
828,salamander,FOUND,salamander
828,horse,FOUND,horse
828,pig,FOUND,pig
828,cow,FOUND,cow
828,chicken,FOUND,chicken
828,goat,FOUND,goat
828,donkey,FOUND,donkey
828,bird,FOUND,bird
828,snake,FOUND,snake
828,rat,FOUND,rat
828,mouse,FOUND,mouse
828,mole,FOUND,mole
828,dog,FOUND,dog
828,cat,FOUND,cat
828,hamster,FOUND,hamster
828,guinea_pig,REPLACE,guinea pig
828,spider,FOUND,spider
828,fly,FOUND,fly
828,bee,FOUND,bee
828,wasp,FOUND,wasp
828,centipede,FOUND,centipede
828,bat,FOUND,bat
829,dog,FOUND,dog
829,cat,FOUND,cat
829,rabbit,FOUND,rabbit
829,gerbil,FOUND,gerbil
829,mouse,FOUND,mouse
829,chinchilla,FOUND,chinchilla
829,iguana,FOUND,iguana
829,bird,FOUND,bird
829,owl,FOUND,owl
829,fish,FOUND,fish
829,snake,FOUND,snake
829,lion,FOUND,lion
829,bear,FOUND,bear
829,peacock,FOUND,peacock
829,mouse,FOUND,mouse
830,cat,FOUND,cat
830,dog,FOUND,dog
830,fish,FOUND,fish
830,frog,FOUND,frog
830,duck,FOUND,duck
830,eagle,FOUND,eagle
830,zebra,FOUND,zebra
830,giraffe,FOUND,giraffe
830,alligator,FOUND,alligator
830,shark,FOUND,shark
830,whale,FOUND,whale
830,ladybug,FOUND,ladybug
830,worm,FOUND,worm
830,fly,FOUND,fly
830,bee,FOUND,bee
830,snake,FOUND,snake
830,hawk,FOUND,hawk
830,vulture,FOUND,vulture
830,elephant,FOUND,elephant
830,panda,FOUND,panda
830,panther,FOUND,panther
830,wolf,FOUND,wolf
830,mountain_lion,REPLACE,mountain lion
830,fox,FOUND,fox
830,antelope,FOUND,antelope
830,deer,FOUND,deer
830,turtle,FOUND,turtle
830,toad,FOUND,toad
830,owl,FOUND,owl
831,cat,FOUND,cat
831,dog,FOUND,dog
831,tiger,FOUND,tiger
831,lion,FOUND,lion
831,pig,FOUND,pig
831,sheep,FOUND,sheep
831,cow,FOUND,cow
831,bird,FOUND,bird
831,eagle,FOUND,eagle
831,lion,FOUND,lion
831,cheetah,FOUND,cheetah
831,whale,FOUND,whale
831,dolphin,FOUND,dolphin
831,fish,FOUND,fish
831,seal,FOUND,seal
831,sea_lion,REPLACE,sealion
831,shark,FOUND,shark
831,badger,FOUND,badger
831,honey_badger,REPLACE,honey badger
831,grasshopper,FOUND,grasshopper
831,penguin,FOUND,penguin
831,giraffe,FOUND,giraffe
831,sea_lion,REPLACE,sealion
832,dog,FOUND,dog
832,cat,FOUND,cat
832,fish,FOUND,fish
832,pig,FOUND,pig
832,cow,FOUND,cow
832,horse,FOUND,horse
832,chicken,FOUND,chicken
832,bear,FOUND,bear
832,lion,FOUND,lion
832,tiger,FOUND,tiger
832,koala,FOUND,koala
832,giraffe,FOUND,giraffe
832,polar_bear,REPLACE,polar bear
832,bird,FOUND,bird
832,snake,FOUND,snake
832,iguana,FOUND,iguana
832,lizard,FOUND,lizard
833,dog,FOUND,dog
833,cat,FOUND,cat
833,mouse,FOUND,mouse
833,tiger,FOUND,tiger
833,penguin,FOUND,penguin
833,giraffe,FOUND,giraffe
833,elephant,FOUND,elephant
833,lion,FOUND,lion
833,horse,FOUND,horse
833,donkey,FOUND,donkey
833,meerkat,FOUND,meerkat
833,cheetah,FOUND,cheetah
833,polar_bear,REPLACE,polar bear
834,dog,FOUND,dog
834,cat,FOUND,cat
834,cow,FOUND,cow
834,chicken,FOUND,chicken
834,pig,FOUND,pig
834,lion,FOUND,lion
834,zebra,FOUND,zebra
834,elephant,FOUND,elephant
834,moose,FOUND,moose
834,deer,FOUND,deer
834,rat,FOUND,rat
834,tiger,FOUND,tiger
834,fish,FOUND,fish
834,groundhog,FOUND,groundhog
834,possum,FOUND,possum
834,horse,FOUND,horse
835,dog,FOUND,dog
835,human,FOUND,human
835,ape,FOUND,ape
835,insect,FOUND,insect
835,spider,FOUND,spider
835,apex_noreplace,EXCLUDE,EXCLUDE
835,elephant,FOUND,elephant
835,tiger,FOUND,tiger
835,moonglow_boa,REPLACE,moonglow boa
835,monkey,FOUND,monkey
835,white_tiger,REPLACE,white tiger
835,bird,FOUND,bird
835,mockingjay,EXCLUDE,EXCLUDE
835,peacock,FOUND,peacock
835,whale,FOUND,whale
835,fish,FOUND,fish
835,tuna,FOUND,tuna
835,cod,FOUND,cod
835,giraffe,FOUND,giraffe
837,bonobo,FOUND,bonobo
837,orangutan,FOUND,orangutan
837,chimpanzee,FOUND,chimpanzee
837,monkey,FOUND,monkey
837,whale,FOUND,whale
837,dolphin,FOUND,dolphin
837,tuna,FOUND,tuna
837,goldfish,FOUND,goldfish
837,salmon,FOUND,salmon
837,trout,FOUND,trout
837,tuna,FOUND,tuna
837,gorilla,FOUND,gorilla
837,giraffe,FOUND,giraffe
837,rhino,FOUND,rhino
837,cheetah,FOUND,cheetah
837,lion,FOUND,lion
837,leopard,FOUND,leopard
837,panther,FOUND,panther
837,dog,FOUND,dog
837,cat,FOUND,cat
837,panther,FOUND,panther
837,pig,FOUND,pig
837,horse,FOUND,horse
837,elephant,FOUND,elephant
838,panda,FOUND,panda
838,red_panda,REPLACE,red panda
838,fox,FOUND,fox
838,wolf,FOUND,wolf
838,lion,FOUND,lion
838,tiger,FOUND,tiger
838,monkey,FOUND,monkey
838,snake,FOUND,snake
838,horse,FOUND,horse
838,chicken,FOUND,chicken
838,pig,FOUND,pig
838,mouse,FOUND,mouse
838,cat,FOUND,cat
838,dog,FOUND,dog
838,rabbit,FOUND,rabbit
838,mountain_lion,REPLACE,mountain lion
838,sheep,FOUND,sheep
838,eagle,FOUND,eagle
838,bluebird,FOUND,bluebird
838,blue_jay,REPLACE,blue jay
838,crow,FOUND,crow
839,lion,FOUND,lion
839,tiger,FOUND,tiger
839,bear,FOUND,bear
839,zebra,FOUND,zebra
839,cat,FOUND,cat
839,dog,FOUND,dog
839,polar_bear,REPLACE,polar bear
839,grizzly_bear,REPLACE,grizzly bear
839,black_bear,REPLACE,black bear
839,brown_bear,REPLACE,brown bear
839,fish,FOUND,fish
839,shark,FOUND,shark
839,penguin,FOUND,penguin
839,otter,FOUND,otter
839,seal,FOUND,seal
839,hippo,FOUND,hippo
839,pig,FOUND,pig
839,horse,FOUND,horse
839,cow,FOUND,cow
839,llama,FOUND,llama
839,alpaca,FOUND,alpaca
839,camel,FOUND,camel
839,bird,FOUND,bird
840,dog,FOUND,dog
840,cat,FOUND,cat
840,snake,FOUND,snake
840,turtle,FOUND,turtle
840,centipede,FOUND,centipede
840,mouse,FOUND,mouse
840,caribou,FOUND,caribou
840,wolf,FOUND,wolf
840,husky,FOUND,husky
840,frog,FOUND,frog
840,scorpion,FOUND,scorpion
840,grasshopper,FOUND,grasshopper
840,cockroach,FOUND,cockroach
840,black_bear,REPLACE,black bear
840,polar_bear,REPLACE,polar bear
840,grizzly_bear,REPLACE,grizzly bear
840,antelope,FOUND,antelope
840,deer,FOUND,deer
840,tiger,FOUND,tiger
840,lion,FOUND,lion
840,swordfish,FOUND,swordfish
840,gopher,FOUND,gopher
840,porcupine,FOUND,porcupine
840,rat,FOUND,rat
840,mouse,FOUND,mouse
840,viper,FOUND,viper
840,cottonmouth,FOUND,cottonmouth
841,giraffe,FOUND,giraffe
841,elephant,FOUND,elephant
841,cat,FOUND,cat
841,dog,FOUND,dog
841,praying_mantis,REPLACE,praying mantis
841,shrimp,FOUND,shrimp
841,whale,FOUND,whale
841,lion,FOUND,lion
841,tiger,FOUND,tiger
841,hyena,FOUND,hyena
841,dingo,FOUND,dingo
841,crab,FOUND,crab
841,scorpion,FOUND,scorpion
841,bird,FOUND,bird
841,eagle,FOUND,eagle
841,hawk,FOUND,hawk
841,horse,FOUND,horse
841,cow,FOUND,cow
841,chicken,FOUND,chicken
841,pig,FOUND,pig
841,goat,FOUND,goat
841,snake,FOUND,snake
841,cricket,FOUND,cricket
841,frog,FOUND,frog
841,salamander,FOUND,salamander
841,crocodile,FOUND,crocodile
841,alligator,FOUND,alligator
841,armadillo,FOUND,armadillo
841,anteater,FOUND,anteater
842,dog,FOUND,dog
842,cat,FOUND,cat
842,spider,FOUND,spider
842,ant,FOUND,ant
842,centipede,FOUND,centipede
842,penguin,FOUND,penguin
842,dinosaur,FOUND,dinosaur
842,tiger,FOUND,tiger
842,lion,FOUND,lion
842,horse,FOUND,horse
842,mouse,FOUND,mouse
