"SID","entry","evaluation","replacement","entryInSNAFU","replacementInSNAFU","entryInTroyerEx","replacementInTroyerEx"
68,"dolphin","FOUND","dolphin",1,1,1,1
68,"fish","FOUND","fish",1,1,1,1
68,"piranha","FOUND","piranha",1,1,1,1
68,"eel","FOUND","eel",1,1,1,1
68,"barracuda","FOUND","barracuda",1,1,1,1
69,"zebra","FOUND","zebra",1,1,1,1
69,"pig","FOUND","pig",1,1,1,1
69,"duck","FOUND","duck",1,1,1,1
69,"bat","FOUND","bat",1,1,1,1
69,"owl","FOUND","owl",1,1,1,1
69,"cat","FOUND","cat",1,1,1,1
69,"dog","FOUND","dog",1,1,1,1
69,"bug","FOUND","bug",1,1,1,1
69,"hedgehog","FOUND","hedgehog",1,1,1,1
69,"snake","FOUND","snake",1,1,1,1
69,"turtle","FOUND","turtle",1,1,1,1
69,"lizard","FOUND","lizard",1,1,1,1
69,"horse","FOUND","horse",1,1,1,1
69,"cow","FOUND","cow",1,1,1,1
69,"flamingo","FOUND","flamingo",1,1,1,1
69,"elephant","FOUND","elephant",1,1,1,1
69,"tiger","FOUND","tiger",1,1,1,1
69,"leopard","FOUND","leopard",1,1,1,1
70,"cat","FOUND","cat",1,1,1,1
70,"dog","FOUND","dog",1,1,1,1
70,"mouse","FOUND","mouse",1,1,1,1
70,"rat","FOUND","rat",1,1,1,1
70,"giraffe","FOUND","giraffe",1,1,1,1
70,"lion","FOUND","lion",1,1,1,1
70,"tiger","FOUND","tiger",1,1,1,1
70,"monkey","FOUND","monkey",1,1,1,1
70,"penguin","FOUND","penguin",1,1,1,1
70,"stork","FOUND","stork",1,1,1,1
70,"dolphin","FOUND","dolphin",1,1,1,1
70,"kangaroo","FOUND","kangaroo",1,1,1,1
70,"ferret","FOUND","ferret",1,1,1,1
70,"hamster","FOUND","hamster",1,1,1,1
70,"raccoon","FOUND","raccoon",1,1,1,1
70,"squirrel","FOUND","squirrel",1,1,1,1
70,"bird","FOUND","bird",1,1,1,1
70,"peacock","FOUND","peacock",1,1,1,1
71,"antelope","FOUND","antelope",1,1,1,1
71,"shark","FOUND","shark",1,1,1,1
71,"whale","FOUND","whale",1,1,1,1
71,"bunny","FOUND","bunny",1,1,1,1
71,"rabbit","FOUND","rabbit",1,1,1,1
71,"dog","FOUND","dog",1,1,1,1
71,"cat","FOUND","cat",1,1,1,1
71,"bird","FOUND","bird",1,1,1,1
71,"turtle","FOUND","turtle",1,1,1,1
71,"hippo","FOUND","hippo",0,0,1,1
71,"beaver","FOUND","beaver",1,1,1,1
71,"squirrel","FOUND","squirrel",1,1,1,1
71,"chipmunk","FOUND","chipmunk",1,1,1,1
71,"lion","FOUND","lion",1,1,1,1
71,"tiger","FOUND","tiger",1,1,1,1
71,"ostrich","FOUND","ostrich",1,1,1,1
71,"leopard","FOUND","leopard",1,1,1,1
71,"fox","FOUND","fox",1,1,1,1
71,"swan","FOUND","swan",1,1,1,1
71,"goose","FOUND","goose",1,1,1,1
71,"duck","FOUND","duck",1,1,1,1
71,"porcupine","FOUND","porcupine",1,1,1,1
71,"skunk","FOUND","skunk",1,1,1,1
71,"sugar glider","FOUND","sugar glider",1,1,1,1
72,"cat","FOUND","cat",1,1,1,1
72,"dog","FOUND","dog",1,1,1,1
72,"elephant","FOUND","elephant",1,1,1,1
72,"giraffe","FOUND","giraffe",1,1,1,1
72,"lizard","FOUND","lizard",1,1,1,1
72,"chameleon","FOUND","chameleon",1,1,1,1
72,"crocodile","FOUND","crocodile",1,1,1,1
72,"centipede","FOUND","centipede",1,1,1,1
72,"sheep","FOUND","sheep",1,1,1,1
72,"goat","FOUND","goat",1,1,1,1
72,"chicken","FOUND","chicken",1,1,1,1
72,"duck","FOUND","duck",1,1,1,1
72,"penguin","FOUND","penguin",1,1,1,1
72,"polar bear","FOUND","polar bear",1,1,1,1
72,"bird","FOUND","bird",1,1,1,1
72,"tiger","FOUND","tiger",1,1,1,1
72,"horse","FOUND","horse",1,1,1,1
72,"gerbil","FOUND","gerbil",1,1,1,1
73,"dog","FOUND","dog",1,1,1,1
73,"cat","FOUND","cat",1,1,1,1
73,"crocodile","FOUND","crocodile",1,1,1,1
73,"alligator","FOUND","alligator",1,1,1,1
73,"zebra","FOUND","zebra",1,1,1,1
73,"giraffe","FOUND","giraffe",1,1,1,1
73,"kangaroo","FOUND","kangaroo",1,1,1,1
73,"gorilla","FOUND","gorilla",1,1,1,1
73,"bird","FOUND","bird",1,1,1,1
73,"parrot","FOUND","parrot",1,1,1,1
73,"lion","FOUND","lion",1,1,1,1
73,"buffalo","FOUND","buffalo",1,1,1,1
73,"fish","FOUND","fish",1,1,1,1
73,"ferret","FOUND","ferret",1,1,1,1
73,"hamster","FOUND","hamster",1,1,1,1
73,"mouse","FOUND","mouse",1,1,1,1
73,"rat","FOUND","rat",1,1,1,1
73,"snake","FOUND","snake",1,1,1,1
73,"jaguar","FOUND","jaguar",1,1,1,1
73,"shark","FOUND","shark",1,1,1,1
73,"whale","FOUND","whale",1,1,1,1
74,"aardvark","FOUND","aardvark",1,1,1,1
74,"antelope","FOUND","antelope",1,1,1,1
74,"bear","FOUND","bear",1,1,1,1
74,"bunny","FOUND","bunny",1,1,1,1
74,"cat","FOUND","cat",1,1,1,1
74,"cheetah","FOUND","cheetah",1,1,1,1
74,"dog","FOUND","dog",1,1,1,1
74,"dolphin","FOUND","dolphin",1,1,1,1
74,"dinosaur","FOUND","dinosaur",1,1,1,1
74,"elephant","FOUND","elephant",1,1,1,1
74,"frog","FOUND","frog",1,1,1,1
74,"giraffe","FOUND","giraffe",1,1,1,1
74,"horse","FOUND","horse",1,1,1,1
74,"iguana","FOUND","iguana",1,1,1,1
74,"lion","FOUND","lion",1,1,1,1
74,"leopard","FOUND","leopard",1,1,1,1
74,"lemur","FOUND","lemur",1,1,1,1
74,"monkey","FOUND","monkey",1,1,1,1
74,"narwhal","FOUND","narwhal",1,1,1,1
74,"octopus","FOUND","octopus",1,1,1,1
74,"kangaroo","FOUND","kangaroo",1,1,1,1
74,"hippo","FOUND","hippo",0,0,1,1
74,"zebra","FOUND","zebra",1,1,1,1
74,"yak","FOUND","yak",1,1,1,1
74,"tiger","FOUND","tiger",1,1,1,1
74,"rhino","FOUND","rhino",1,1,1,1
76,"lion","FOUND","lion",1,1,1,1
76,"tiger","FOUND","tiger",1,1,1,1
76,"ant","FOUND","ant",1,1,1,1
76,"boar","FOUND","boar",1,1,1,1
76,"hippo","FOUND","hippo",0,0,1,1
76,"giraffe","FOUND","giraffe",1,1,1,1
76,"cheetah","FOUND","cheetah",1,1,1,1
76,"cat","FOUND","cat",1,1,1,1
76,"dog","FOUND","dog",1,1,1,1
76,"rat","FOUND","rat",1,1,1,1
76,"chicken","FOUND","chicken",1,1,1,1
76,"bird","FOUND","bird",1,1,1,1
76,"toucan","FOUND","toucan",1,1,1,1
76,"horse","FOUND","horse",1,1,1,1
76,"pony","FOUND","pony",1,1,1,1
76,"fish","FOUND","fish",1,1,1,1
76,"toad","FOUND","toad",1,1,1,1
76,"clownfish","FOUND","clownfish",1,1,1,1
77,"zebra","FOUND","zebra",1,1,1,1
77,"ox","FOUND","ox",1,1,1,1
77,"cat","FOUND","cat",1,1,1,1
77,"alligator","FOUND","alligator",1,1,1,1
77,"butterfly","FOUND","butterfly",1,1,1,1
77,"hamster","FOUND","hamster",1,1,1,1
77,"ferret","FOUND","ferret",1,1,1,1
77,"snail","FOUND","snail",1,1,1,1
77,"mouse","FOUND","mouse",1,1,1,1
77,"tarantula","FOUND","tarantula",1,1,1,1
77,"snake","FOUND","snake",1,1,1,1
77,"fly","FOUND","fly",1,1,1,1
77,"horse","FOUND","horse",1,1,1,1
77,"ostrich","FOUND","ostrich",1,1,1,1
77,"giraffe","FOUND","giraffe",1,1,1,1
77,"hippo","FOUND","hippo",0,0,1,1
77,"lion","FOUND","lion",1,1,1,1
77,"tiger","FOUND","tiger",1,1,1,1
77,"liger","FOUND","liger",1,1,1,1
77,"donkey","FOUND","donkey",1,1,1,1
78,"kangaroo","FOUND","kangaroo",1,1,1,1
78,"spider","FOUND","spider",1,1,1,1
78,"snake","FOUND","snake",1,1,1,1
78,"snail","FOUND","snail",1,1,1,1
78,"dog","FOUND","dog",1,1,1,1
78,"cat","FOUND","cat",1,1,1,1
78,"frog","FOUND","frog",1,1,1,1
78,"turtle","FOUND","turtle",1,1,1,1
78,"gerbil","FOUND","gerbil",1,1,1,1
78,"hamster","FOUND","hamster",1,1,1,1
78,"guinea pig","FOUND","guinea pig",1,1,1,1
78,"bird","FOUND","bird",1,1,1,1
78,"kangaroo","FOUND","kangaroo",1,1,1,1
78,"lizard","FOUND","lizard",1,1,1,1
78,"lion","FOUND","lion",1,1,1,1
78,"tiger","FOUND","tiger",1,1,1,1
78,"leopard","FOUND","leopard",1,1,1,1
79,"dog","FOUND","dog",1,1,1,1
79,"cat","FOUND","cat",1,1,1,1
79,"horse","FOUND","horse",1,1,1,1
79,"bat","FOUND","bat",1,1,1,1
79,"bear","FOUND","bear",1,1,1,1
79,"fish","FOUND","fish",1,1,1,1
79,"fox","FOUND","fox",1,1,1,1
79,"turtle","FOUND","turtle",1,1,1,1
79,"monkey","FOUND","monkey",1,1,1,1
79,"elephant","FOUND","elephant",1,1,1,1
79,"lion","FOUND","lion",1,1,1,1
79,"zebra","FOUND","zebra",1,1,1,1
79,"octopus","FOUND","octopus",1,1,1,1
79,"ox","FOUND","ox",1,1,1,1
79,"gazelle","FOUND","gazelle",1,1,1,1
79,"giraffe","FOUND","giraffe",1,1,1,1
79,"gibbon","FOUND","gibbon",1,1,1,1
79,"orangutan","FOUND","orangutan",1,1,1,1
79,"toucan","FOUND","toucan",1,1,1,1
79,"lemur","FOUND","lemur",1,1,1,1
79,"eagle","FOUND","eagle",1,1,1,1
79,"snake","FOUND","snake",1,1,1,1
79,"tarantula","FOUND","tarantula",1,1,1,1
79,"tiger","FOUND","tiger",1,1,1,1
79,"jaguar","FOUND","jaguar",1,1,1,1
80,"horse","FOUND","horse",1,1,1,1
80,"dog","FOUND","dog",1,1,1,1
80,"cat","FOUND","cat",1,1,1,1
80,"snake","FOUND","snake",1,1,1,1
80,"tiger","FOUND","tiger",1,1,1,1
80,"hamster","FOUND","hamster",1,1,1,1
80,"gerbil","FOUND","gerbil",1,1,1,1
80,"spider","FOUND","spider",1,1,1,1
80,"mouse","FOUND","mouse",1,1,1,1
80,"lion","FOUND","lion",1,1,1,1
80,"gorilla","FOUND","gorilla",1,1,1,1
80,"giraffe","FOUND","giraffe",1,1,1,1
80,"polar bear","FOUND","polar bear",1,1,1,1
80,"panda","FOUND","panda",1,1,1,1
80,"sloth","FOUND","sloth",1,1,1,1
80,"bee","FOUND","bee",1,1,1,1
80,"butterfly","FOUND","butterfly",1,1,1,1
81,"elephant","FOUND","elephant",1,1,1,1
81,"giraffe","FOUND","giraffe",1,1,1,1
81,"zebra","FOUND","zebra",1,1,1,1
81,"antelope","FOUND","antelope",1,1,1,1
81,"alligator","FOUND","alligator",1,1,1,1
81,"crocodile","FOUND","crocodile",1,1,1,1
81,"seal","FOUND","seal",1,1,1,1
81,"shark","FOUND","shark",1,1,1,1
81,"dolphin","FOUND","dolphin",1,1,1,1
81,"caterpillar","FOUND","caterpillar",1,1,1,1
81,"zebra","FOUND","zebra",1,1,1,1
81,"whale","FOUND","whale",1,1,1,1
81,"dolphin","FOUND","dolphin",1,1,1,1
81,"fish","FOUND","fish",1,1,1,1
81,"frog","FOUND","frog",1,1,1,1
81,"dog","FOUND","dog",1,1,1,1
81,"cat","FOUND","cat",1,1,1,1
81,"snail","FOUND","snail",1,1,1,1
81,"tadpole","FOUND","tadpole",1,1,1,1
81,"ant","FOUND","ant",1,1,1,1
81,"spider","FOUND","spider",1,1,1,1
81,"snake","FOUND","snake",1,1,1,1
82,"kangaroo","FOUND","kangaroo",1,1,1,1
82,"dog","FOUND","dog",1,1,1,1
82,"cat","FOUND","cat",1,1,1,1
82,"tiger","FOUND","tiger",1,1,1,1
82,"leopard","FOUND","leopard",1,1,1,1
82,"jaguar","FOUND","jaguar",1,1,1,1
82,"flamingo","FOUND","flamingo",1,1,1,1
82,"peacock","FOUND","peacock",1,1,1,1
82,"koala","FOUND","koala",1,1,1,1
82,"bear","FOUND","bear",1,1,1,1
82,"cicada","FOUND","cicada",1,1,1,1
82,"wasp","FOUND","wasp",1,1,1,1
82,"bee","FOUND","bee",1,1,1,1
82,"fly","FOUND","fly",1,1,1,1
82,"butterfly","FOUND","butterfly",1,1,1,1
82,"elephant","FOUND","elephant",1,1,1,1
82,"giraffe","FOUND","giraffe",1,1,1,1
82,"monkey","FOUND","monkey",1,1,1,1
82,"chimpanzee","FOUND","chimpanzee",1,1,1,1
83,"dog","FOUND","dog",1,1,1,1
83,"cat","FOUND","cat",1,1,1,1
83,"alligator","FOUND","alligator",1,1,1,1
83,"giraffe","FOUND","giraffe",1,1,1,1
83,"zebra","FOUND","zebra",1,1,1,1
83,"kangaroo","FOUND","kangaroo",1,1,1,1
83,"pig","FOUND","pig",1,1,1,1
83,"dinosaur","FOUND","dinosaur",1,1,1,1
83,"hippo","FOUND","hippo",0,0,1,1
83,"lizard","FOUND","lizard",1,1,1,1
83,"bird","FOUND","bird",1,1,1,1
83,"cicada","FOUND","cicada",1,1,1,1
83,"ant","FOUND","ant",1,1,1,1
83,"mole","FOUND","mole",1,1,1,1
83,"mosquito","FOUND","mosquito",1,1,1,1
84,"dog","FOUND","dog",1,1,1,1
84,"cat","FOUND","cat",1,1,1,1
84,"horse","FOUND","horse",1,1,1,1
84,"fish","FOUND","fish",1,1,1,1
84,"frog","FOUND","frog",1,1,1,1
84,"cow","FOUND","cow",1,1,1,1
84,"pig","FOUND","pig",1,1,1,1
84,"chicken","FOUND","chicken",1,1,1,1
84,"bunny","FOUND","bunny",1,1,1,1
84,"lizard","FOUND","lizard",1,1,1,1
84,"snake","FOUND","snake",1,1,1,1
84,"elephant","FOUND","elephant",1,1,1,1
84,"guinea pig","FOUND","guinea pig",1,1,1,1
84,"llama","FOUND","llama",1,1,1,1
84,"alpaca","FOUND","alpaca",1,1,1,1
84,"tiger","FOUND","tiger",1,1,1,1
84,"zebra","FOUND","zebra",1,1,1,1
84,"monkey","FOUND","monkey",1,1,1,1
84,"sloth","FOUND","sloth",1,1,1,1
84,"dinosaur","FOUND","dinosaur",1,1,1,1
84,"turtle","FOUND","turtle",1,1,1,1
84,"ferret","FOUND","ferret",1,1,1,1
84,"aardvark","FOUND","aardvark",1,1,1,1
84,"tortoise","FOUND","tortoise",1,1,1,1
84,"koala","FOUND","koala",1,1,1,1
84,"kangaroo","FOUND","kangaroo",1,1,1,1
85,"snake","FOUND","snake",1,1,1,1
85,"tiger","FOUND","tiger",1,1,1,1
85,"bear","FOUND","bear",1,1,1,1
85,"dog","FOUND","dog",1,1,1,1
85,"cat","FOUND","cat",1,1,1,1
85,"whale","FOUND","whale",1,1,1,1
85,"dolphin","FOUND","dolphin",1,1,1,1
85,"lizard","FOUND","lizard",1,1,1,1
85,"guinea pig","FOUND","guinea pig",1,1,1,1
85,"bird","FOUND","bird",1,1,1,1
85,"insect","FOUND","insect",1,1,1,1
85,"cardinal","FOUND","cardinal",1,1,1,1
85,"bald eagle","FOUND","bald eagle",1,1,1,1
85,"panda","FOUND","panda",1,1,1,1
85,"tasmanian devil","FOUND","tasmanian devil",1,1,1,1
85,"jellyfish","FOUND","jellyfish",1,1,1,1
85,"sea turtle","FOUND","sea turtle",1,1,1,1
85,"box turtle","FOUND","box turtle",1,1,1,1
85,"mountain lion","FOUND","mountain lion",1,1,1,1
85,"alligator","FOUND","alligator",1,1,1,1
85,"cow","FOUND","cow",1,1,1,1
85,"goat","FOUND","goat",1,1,1,1
85,"sheep","FOUND","sheep",1,1,1,1
85,"pig","FOUND","pig",1,1,1,1
85,"lemur","FOUND","lemur",1,1,1,1
86,"anteater","FOUND","anteater",1,1,1,1
86,"armadillo","FOUND","armadillo",1,1,1,1
86,"badger","FOUND","badger",1,1,1,1
86,"baboon","FOUND","baboon",1,1,1,1
86,"giraffe","FOUND","giraffe",1,1,1,1
86,"elephant","FOUND","elephant",1,1,1,1
86,"pearl frog","EXCLUDE","EXCLUDE",0,0,0,0
86,"american toad","FOUND","american toad",0,0,1,1
86,"bullfrog","FOUND","bullfrog",1,1,1,1
86,"lover frog","EXCLUDE","EXCLUDE",0,0,0,0
86,"northern cricket frog","FOUND","northern cricket frog",0,0,1,1
86,"common gray treefrog","EXCLUDE","EXCLUDE",0,0,0,0
86,"red spotted newt","EXCLUDE","EXCLUDE",0,0,0,0
86,"long tailed salamander","FOUND","long tailed salamander",0,0,1,1
86,"dolphin","FOUND","dolphin",1,1,1,1
86,"manatee","FOUND","manatee",1,1,1,1
86,"beluga whale","FOUND","beluga whale",0,0,1,1
86,"whale shark","FOUND","whale shark",1,1,1,1
86,"great white shark","FOUND","great white shark",1,1,1,1
86,"hammerhead","FOUND","hammerhead",0,0,0,0
86,"blowfish","FOUND","blowfish",1,1,1,1
86,"clownfish","FOUND","clownfish",1,1,1,1
86,"robin","FOUND","robin",1,1,1,1
86,"blue jay","FOUND","blue jay",1,1,1,1
86,"american eagle","EXCLUDE","EXCLUDE",0,0,0,0
86,"barn owl","FOUND","barn owl",0,0,1,1
86,"white tailed deer","FOUND","white tailed deer",1,1,1,1
86,"possum","FOUND","possum",1,1,1,1
86,"opossum","FOUND","opossum",1,1,1,1
86,"golden macaw","EXCLUDE","EXCLUDE",0,0,0,0
86,"pygmy marmoset","FOUND","pygmy marmoset",1,1,1,1
87,"dog","FOUND","dog",1,1,1,1
87,"cat","FOUND","cat",1,1,1,1
87,"fish","FOUND","fish",1,1,1,1
87,"hamster","FOUND","hamster",1,1,1,1
87,"rat","FOUND","rat",1,1,1,1
87,"lizard","FOUND","lizard",1,1,1,1
87,"tiger","FOUND","tiger",1,1,1,1
87,"lion","FOUND","lion",1,1,1,1
87,"zebra","FOUND","zebra",1,1,1,1
87,"bear","FOUND","bear",1,1,1,1
87,"monkey","FOUND","monkey",1,1,1,1
87,"giraffe","FOUND","giraffe",1,1,1,1
87,"elephant","FOUND","elephant",1,1,1,1
87,"turkey","FOUND","turkey",1,1,1,1
87,"anteater","FOUND","anteater",1,1,1,1
87,"ostrich","FOUND","ostrich",1,1,1,1
87,"whale","FOUND","whale",1,1,1,1
87,"rhino","FOUND","rhino",1,1,1,1
87,"anteater","FOUND","anteater",1,1,1,1
87,"ant","FOUND","ant",1,1,1,1
87,"bee","FOUND","bee",1,1,1,1
87,"wasp","FOUND","wasp",1,1,1,1
87,"caterpillar","FOUND","caterpillar",1,1,1,1
87,"butterfly","FOUND","butterfly",1,1,1,1
87,"grasshopper","FOUND","grasshopper",1,1,1,1
87,"panda","FOUND","panda",1,1,1,1
87,"crane","FOUND","crane",1,1,1,1
87,"bunny","FOUND","bunny",1,1,1,1
88,"pig","FOUND","pig",1,1,1,1
88,"cow","FOUND","cow",1,1,1,1
88,"rabbit","FOUND","rabbit",1,1,1,1
88,"tiger","FOUND","tiger",1,1,1,1
88,"horse","FOUND","horse",1,1,1,1
88,"cat","FOUND","cat",1,1,1,1
88,"dog","FOUND","dog",1,1,1,1
88,"komodo dragon","FOUND","komodo dragon",1,1,1,1
88,"lizard","FOUND","lizard",1,1,1,1
88,"iguana","FOUND","iguana",1,1,1,1
88,"scorpion","FOUND","scorpion",1,1,1,1
88,"snake","FOUND","snake",1,1,1,1
88,"bird","FOUND","bird",1,1,1,1
88,"raven","FOUND","raven",1,1,1,1
88,"crow","FOUND","crow",1,1,1,1
88,"hawk","FOUND","hawk",1,1,1,1
88,"falcon","FOUND","falcon",1,1,1,1
88,"eagle","FOUND","eagle",1,1,1,1
88,"worm","FOUND","worm",1,1,1,1
88,"bug","FOUND","bug",1,1,1,1
88,"fox","FOUND","fox",1,1,1,1
88,"coyote","FOUND","coyote",1,1,1,1
88,"wolf","FOUND","wolf",1,1,1,1
88,"squirrel","FOUND","squirrel",1,1,1,1
88,"mole","FOUND","mole",1,1,1,1
88,"groundhog","FOUND","groundhog",1,1,1,1
88,"wolverine","FOUND","wolverine",1,1,1,1
89,"fox","FOUND","fox",1,1,1,1
89,"horse","FOUND","horse",1,1,1,1
89,"bee","FOUND","bee",1,1,1,1
89,"dog","FOUND","dog",1,1,1,1
89,"cat","FOUND","cat",1,1,1,1
89,"hamster","FOUND","hamster",1,1,1,1
89,"rabbit","FOUND","rabbit",1,1,1,1
89,"snake","FOUND","snake",1,1,1,1
89,"dolphin","FOUND","dolphin",1,1,1,1
89,"hippo","FOUND","hippo",0,0,1,1
89,"giraffe","FOUND","giraffe",1,1,1,1
89,"tiger","FOUND","tiger",1,1,1,1
89,"lion","FOUND","lion",1,1,1,1
89,"cheetah","FOUND","cheetah",1,1,1,1
89,"zebra","FOUND","zebra",1,1,1,1
89,"rat","FOUND","rat",1,1,1,1
89,"mouse","FOUND","mouse",1,1,1,1
89,"bird","FOUND","bird",1,1,1,1
89,"fish","FOUND","fish",1,1,1,1
89,"shark","FOUND","shark",1,1,1,1
89,"stingray","FOUND","stingray",1,1,1,1
89,"starfish","FOUND","starfish",1,1,1,1
90,"axolotl","FOUND","axolotl",1,1,1,1
90,"anteater","FOUND","anteater",1,1,1,1
90,"lion","FOUND","lion",1,1,1,1
90,"lemur","FOUND","lemur",1,1,1,1
90,"emu","FOUND","emu",1,1,1,1
90,"ostrich","FOUND","ostrich",1,1,1,1
90,"tiger","FOUND","tiger",1,1,1,1
90,"elephant","FOUND","elephant",1,1,1,1
90,"bee","FOUND","bee",1,1,1,1
90,"tasmanian devil","FOUND","tasmanian devil",1,1,1,1
90,"gopher","FOUND","gopher",1,1,1,1
90,"groundhog","FOUND","groundhog",1,1,1,1
90,"otter","FOUND","otter",1,1,1,1
90,"bear","FOUND","bear",1,1,1,1
90,"cockroach","FOUND","cockroach",1,1,1,1
90,"snake","FOUND","snake",1,1,1,1
90,"frog","FOUND","frog",1,1,1,1
90,"salamander","FOUND","salamander",1,1,1,1
90,"turtle","FOUND","turtle",1,1,1,1
90,"cat","FOUND","cat",1,1,1,1
90,"dog","FOUND","dog",1,1,1,1
90,"mountain lion","FOUND","mountain lion",1,1,1,1
90,"goldfish","FOUND","goldfish",1,1,1,1
91,"ant","FOUND","ant",1,1,1,1
91,"baboon","FOUND","baboon",1,1,1,1
91,"cat","FOUND","cat",1,1,1,1
91,"dog","FOUND","dog",1,1,1,1
91,"fish","FOUND","fish",1,1,1,1
91,"bird","FOUND","bird",1,1,1,1
91,"snake","FOUND","snake",1,1,1,1
91,"worm","FOUND","worm",1,1,1,1
91,"butterfly","FOUND","butterfly",1,1,1,1
91,"bear","FOUND","bear",1,1,1,1
91,"flamingo","FOUND","flamingo",1,1,1,1
91,"octopus","FOUND","octopus",1,1,1,1
91,"whale","FOUND","whale",1,1,1,1
91,"starfish","FOUND","starfish",1,1,1,1
91,"chinchilla","FOUND","chinchilla",1,1,1,1
91,"hamster","FOUND","hamster",1,1,1,1
91,"guinea pig","FOUND","guinea pig",1,1,1,1
91,"tiger","FOUND","tiger",1,1,1,1
91,"lion","FOUND","lion",1,1,1,1
91,"elephant","FOUND","elephant",1,1,1,1
91,"hippo","FOUND","hippo",0,0,1,1
91,"giraffe","FOUND","giraffe",1,1,1,1
91,"turtle","FOUND","turtle",1,1,1,1
92,"dog","FOUND","dog",1,1,1,1
92,"cat","FOUND","cat",1,1,1,1
92,"painted dog","EXCLUDE","EXCLUDE",0,0,1,0
92,"goat","FOUND","goat",1,1,1,1
92,"lion","FOUND","lion",1,1,1,1
92,"bear","FOUND","bear",1,1,1,1
92,"tiger","FOUND","tiger",1,1,1,1
92,"lion","FOUND","lion",1,1,1,1
92,"elephant","FOUND","elephant",1,1,1,1
92,"giraffe","FOUND","giraffe",1,1,1,1
92,"flamingo","FOUND","flamingo",1,1,1,1
92,"bass","FOUND","bass",1,1,1,1
92,"trout","FOUND","trout",1,1,1,1
92,"butterfly","FOUND","butterfly",1,1,1,1
92,"walleye","FOUND","walleye",1,1,1,1
92,"sturgeon","FOUND","sturgeon",1,1,1,1
92,"shark","FOUND","shark",1,1,1,1
92,"tigerfish","REPLACE","triggerfish",0,0,1,0
92,"hammerhead","FOUND","hammerhead",0,0,0,0
92,"whale","FOUND","whale",1,1,1,1
92,"dolphin","FOUND","dolphin",1,1,1,1
92,"seagull","FOUND","seagull",1,1,1,1
92,"catfish","FOUND","catfish",1,1,1,1
92,"ant","FOUND","ant",1,1,1,1
92,"beetle","FOUND","beetle",1,1,1,1
92,"prairie dog","FOUND","prairie dog",1,1,1,1
92,"water buffalo","FOUND","water buffalo",1,1,1,1
92,"antelope","FOUND","antelope",1,1,1,1
92,"zebra","FOUND","zebra",1,1,1,1
93,"aardvark","FOUND","aardvark",1,1,1,1
93,"anteater","FOUND","anteater",1,1,1,1
93,"elephant","FOUND","elephant",1,1,1,1
93,"tiger","FOUND","tiger",1,1,1,1
93,"lion","FOUND","lion",1,1,1,1
93,"bear","FOUND","bear",1,1,1,1
93,"cub","FOUND","cub",1,1,1,1
93,"goat","FOUND","goat",1,1,1,1
93,"cow","FOUND","cow",1,1,1,1
93,"rooster","FOUND","rooster",1,1,1,1
93,"chicken","FOUND","chicken",1,1,1,1
93,"pig","FOUND","pig",1,1,1,1
93,"giraffe","FOUND","giraffe",1,1,1,1
93,"snake","FOUND","snake",1,1,1,1
93,"sloth","FOUND","sloth",1,1,1,1
93,"bird","FOUND","bird",1,1,1,1
93,"penguin","FOUND","penguin",1,1,1,1
93,"pelican","FOUND","pelican",1,1,1,1
93,"buffalo","FOUND","buffalo",1,1,1,1
93,"bison","FOUND","bison",1,1,1,1
93,"horse","FOUND","horse",1,1,1,1
93,"moose","FOUND","moose",1,1,1,1
93,"deer","FOUND","deer",1,1,1,1
93,"squirrel","FOUND","squirrel",1,1,1,1
93,"frog","FOUND","frog",1,1,1,1
93,"salamander","FOUND","salamander",1,1,1,1
93,"whale","FOUND","whale",1,1,1,1
93,"dolphin","FOUND","dolphin",1,1,1,1
93,"turtle","FOUND","turtle",1,1,1,1
93,"fish","FOUND","fish",1,1,1,1
93,"octopus","FOUND","octopus",1,1,1,1
93,"stingray","FOUND","stingray",1,1,1,1
93,"jellyfish","FOUND","jellyfish",1,1,1,1
93,"crab","FOUND","crab",1,1,1,1
93,"starfish","FOUND","starfish",1,1,1,1
94,"aardvark","FOUND","aardvark",1,1,1,1
94,"monkey","FOUND","monkey",1,1,1,1
94,"lion","FOUND","lion",1,1,1,1
94,"tiger","FOUND","tiger",1,1,1,1
94,"giraffe","FOUND","giraffe",1,1,1,1
94,"anteater","FOUND","anteater",1,1,1,1
94,"tick","FOUND","tick",1,1,1,1
94,"whale","FOUND","whale",1,1,1,1
94,"walrus","FOUND","walrus",1,1,1,1
94,"clam","FOUND","clam",1,1,1,1
94,"sea anemone","FOUND","sea anemone",1,1,1,1
94,"clownfish","FOUND","clownfish",1,1,1,1
94,"tiger","FOUND","tiger",1,1,1,1
94,"dog","FOUND","dog",1,1,1,1
94,"cat","FOUND","cat",1,1,1,1
94,"dolphin","FOUND","dolphin",1,1,1,1
94,"hyena","FOUND","hyena",1,1,1,1
94,"wolf","FOUND","wolf",1,1,1,1
94,"eagle","FOUND","eagle",1,1,1,1
94,"falcon","FOUND","falcon",1,1,1,1
94,"crow","FOUND","crow",1,1,1,1
94,"pigeon","FOUND","pigeon",1,1,1,1
94,"bobcat","FOUND","bobcat",1,1,1,1
95,"cat","FOUND","cat",1,1,1,1
95,"dog","FOUND","dog",1,1,1,1
95,"hamster","FOUND","hamster",1,1,1,1
95,"rat","FOUND","rat",1,1,1,1
95,"tiger","FOUND","tiger",1,1,1,1
