"Subject","Fluency_Item","norms_snafu_associative","v","subject","response","troyer_fluid_switch","troyer_static_switch","version","response_match","switch_match"
821,"human",1,"V1",821,"human",1,1,"V1",1,1
821,"seagull",1,"V1",821,"seagull",1,1,"V1",1,1
821,"goose",1,"V1",821,"goose",0,0,"V1",1,0
821,"swan",1,"V1",821,"swan",0,0,"V1",1,0
822,"cat",0,"V1",822,"cat",0,0,"V1",1,1
822,"lion",1,"V1",822,"lion",0,1,"V1",1,0
822,"turtle",1,"V1",822,"turtle",1,1,"V1",1,1
822,"fish",0,"V1",822,"fish",0,0,"V1",1,1
822,"gerbil",1,"V1",822,"gerbil",0,0,"V1",1,0
822,"giraffe",1,"V1",822,"giraffe",1,1,"V1",1,1
822,"elephant",0,"V1",822,"elephant",0,0,"V1",1,1
822,"rhinoceros",0,"V1",822,"rhinoceros",0,0,"V1",1,1
822,"hippopotamus",0,"V1",822,"hippopotamus",0,0,"V1",1,1
822,"ostrich",0,"V1",822,"ostrich",0,0,"V1",1,1
822,"bird",0,"V1",822,"bird",0,1,"V1",1,1
822,"toucan",0,"V1",822,"toucan",0,0,"V1",1,1
822,"lion",1,"V1",822,"lion",1,1,"V1",1,1
822,"bear",1,"V1",822,"bear",1,1,"V1",1,1
822,"tiger",1,"V1",822,"tiger",1,1,"V1",1,1
822,"rat",1,"V1",822,"rat",1,1,"V1",1,1
822,"whale",1,"V1",822,"whale",1,1,"V1",1,1
822,"jellyfish",0,"V1",822,"jellyfish",0,0,"V1",1,1
822,"stingray",0,"V1",822,"stingray",0,0,"V1",1,1
822,"clownfish",1,"V1",822,"clownfish",0,0,"V1",1,0
822,"swordfish",0,"V1",822,"swordfish",0,0,"V1",1,1
822,"turtle",1,"V1",822,"turtle",0,0,"V1",1,0
822,"snake",0,"V1",822,"snake",0,1,"V1",1,1
823,"cat",0,"V1",823,"cat",0,0,"V1",1,1
823,"hamster",0,"V1",823,"hamster",0,0,"V1",1,1
823,"bunny",1,"V1",823,"bunny",0,0,"V1",1,0
823,"lizard",1,"V1",823,"lizard",1,1,"V1",1,1
823,"snake",0,"V1",823,"snake",0,0,"V1",1,1
823,"turtle",0,"V1",823,"turtle",0,0,"V1",1,1
823,"kangaroo",1,"V1",823,"kangaroo",1,1,"V1",1,1
823,"zebra",1,"V1",823,"zebra",1,1,"V1",1,1
823,"tiger",0,"V1",823,"tiger",1,1,"V1",1,0
823,"lion",0,"V1",823,"lion",0,0,"V1",1,1
823,"gazelle",0,"V1",823,"gazelle",0,0,"V1",1,1
823,"reindeer",0,"V1",823,"reindeer",0,1,"V1",1,1
823,"doe",0,"V1",823,"doe",0,0,"V1",1,1
823,"skunk",1,"V1",823,"skunk",1,1,"V1",1,1
823,"snail",1,"V1",823,"snail",1,1,"V1",1,1
823,"butterfly",1,"V1",823,"butterfly",0,0,"V1",1,0
823,"worm",0,"V1",823,"worm",0,0,"V1",1,1
823,"bluejay",1,"V1",823,"bluejay",1,1,"V1",1,1
823,"bird",0,"V1",823,"bird",0,0,"V1",1,1
823,"swan",0,"V1",823,"swan",0,0,"V1",1,1
823,"canary",0,"V1",823,"canary",0,0,"V1",1,1
823,"cardinal",0,"V1",823,"cardinal",0,0,"V1",1,1
823,"parakeet",0,"V1",823,"parakeet",0,0,"V1",1,1
824,"bear",1,"V1",824,"bear",1,1,"V1",1,1
824,"cat",1,"V1",824,"cat",1,1,"V1",1,1
824,"lion",1,"V1",824,"lion",0,0,"V1",1,0
824,"cheetah",0,"V1",824,"cheetah",0,0,"V1",1,1
824,"tiger",0,"V1",824,"tiger",0,0,"V1",1,1
824,"penguin",1,"V1",824,"penguin",1,1,"V1",1,1
824,"zebra",1,"V1",824,"zebra",1,1,"V1",1,1
824,"gorilla",0,"V1",824,"gorilla",0,0,"V1",1,1
824,"alligator",1,"V1",824,"alligator",1,1,"V1",1,1
824,"crocodile",0,"V1",824,"crocodile",0,0,"V1",1,1
824,"koala",1,"V1",824,"koala",1,1,"V1",1,1
824,"lizard",1,"V1",824,"lizard",1,1,"V1",1,1
824,"iguana",0,"V1",824,"iguana",0,0,"V1",1,1
824,"fish",1,"V1",824,"fish",0,1,"V1",1,0
824,"jellyfish",0,"V1",824,"jellyfish",0,0,"V1",1,1
824,"shark",0,"V1",824,"shark",0,0,"V1",1,1
824,"whale",0,"V1",824,"whale",0,0,"V1",1,1
824,"dog",1,"V1",824,"dog",1,1,"V1",1,1
825,"cat",0,"V1",825,"cat",0,0,"V1",1,1
825,"mouse",1,"V1",825,"mouse",1,1,"V1",1,1
825,"rat",0,"V1",825,"rat",0,0,"V1",1,1
825,"muskrat",0,"V1",825,"muskrat",0,0,"V1",1,1
825,"frog",0,"V1",825,"frog",0,1,"V1",1,1
825,"fish",0,"V1",825,"fish",0,0,"V1",1,1
825,"giraffe",1,"V1",825,"giraffe",1,1,"V1",1,1
825,"horse",1,"V1",825,"horse",1,1,"V1",1,1
825,"elephant",1,"V1",825,"elephant",1,1,"V1",1,1
825,"zebra",0,"V1",825,"zebra",0,0,"V1",1,1
825,"leopard",0,"V1",825,"leopard",0,0,"V1",1,1
825,"cheetah",0,"V1",825,"cheetah",0,0,"V1",1,1
825,"tiger",0,"V1",825,"tiger",0,1,"V1",1,1
825,"eagle",1,"V1",825,"eagle",1,1,"V1",1,1
825,"cockatoo",0,"V1",825,"cockatoo",0,0,"V1",1,1
825,"dog",0,"V1",825,"dog",0,1,"V1",1,1
825,"cat",0,"V1",825,"cat",0,0,"V1",1,1
825,"ferret",1,"V1",825,"ferret",0,0,"V1",1,0
825,"goldfish",1,"V1",825,"goldfish",0,0,"V1",1,0
825,"bass",0,"V1",825,"bass",0,1,"V1",1,1
825,"crappie",0,"V1",825,"crappie",0,0,"V1",1,1
825,"tapir",1,"V1",825,"tapir",1,1,"V1",1,1
825,"elephant",1,"V1",825,"elephant",0,0,"V1",1,0
825,"crocodile",1,"V1",825,"crocodile",1,1,"V1",1,1
826,"eagle",1,"V1",826,"eagle",1,1,"V1",1,1
826,"canary",0,"V1",826,"canary",0,0,"V1",1,1
826,"crow",0,"V1",826,"crow",0,0,"V1",1,1
826,"bird",0,"V1",826,"bird",0,0,"V1",1,1
826,"dog",1,"V1",826,"dog",0,1,"V1",1,0
826,"cat",0,"V1",826,"cat",0,0,"V1",1,1
826,"mouse",1,"V1",826,"mouse",1,1,"V1",1,1
826,"lizard",1,"V1",826,"lizard",1,1,"V1",1,1
826,"frog",0,"V1",826,"frog",0,0,"V1",1,1
826,"slug",0,"V1",826,"slug",1,1,"V1",1,0
826,"crane",1,"V1",826,"crane",1,1,"V1",1,1
826,"flamingo",1,"V1",826,"flamingo",0,0,"V1",1,0
826,"egret",0,"V1",826,"egret",0,0,"V1",1,1
826,"snake",1,"V1",826,"snake",1,1,"V1",1,1
826,"hippopotamus",1,"V1",826,"hippopotamus",1,1,"V1",1,1
826,"giraffe",0,"V1",826,"giraffe",0,0,"V1",1,1
826,"lion",0,"V1",826,"lion",0,0,"V1",1,1
827,"cat",0,"V1",827,"cat",0,0,"V1",1,1
827,"bird",1,"V1",827,"bird",0,0,"V1",1,0
827,"elephant",1,"V1",827,"elephant",1,1,"V1",1,1
827,"giraffe",0,"V1",827,"giraffe",0,0,"V1",1,1
827,"gorilla",0,"V1",827,"gorilla",0,0,"V1",1,1
827,"monkey",0,"V1",827,"monkey",0,1,"V1",1,1
827,"ostrich",0,"V1",827,"ostrich",1,1,"V1",1,0
827,"armadillo",1,"V1",827,"armadillo",1,1,"V1",1,1
827,"pangolin",0,"V1",827,"pangolin",0,0,"V1",1,1
827,"lion",0,"V1",827,"lion",0,1,"V1",1,1
827,"puma",0,"V1",827,"puma",0,0,"V1",1,1
827,"cheetah",0,"V1",827,"cheetah",0,0,"V1",1,1
827,"octopus",1,"V1",827,"octopus",1,1,"V1",1,1
827,"tiger",1,"V1",827,"tiger",1,1,"V1",1,1
827,"eagle",1,"V1",827,"eagle",1,1,"V1",1,1
827,"hawk",0,"V1",827,"hawk",0,0,"V1",1,1
827,"horse",1,"V1",827,"horse",1,1,"V1",1,1
827,"zebra",1,"V1",827,"zebra",1,1,"V1",1,1
827,"baboon",1,"V1",827,"baboon",0,0,"V1",1,0
827,"hyena",1,"V1",827,"hyena",0,0,"V1",1,0
828,"monkey",0,"V1",828,"monkey",0,0,"V1",1,1
828,"salamander",1,"V1",828,"salamander",1,1,"V1",1,1
828,"horse",1,"V1",828,"horse",1,1,"V1",1,1
828,"pig",0,"V1",828,"pig",0,0,"V1",1,1
828,"cow",0,"V1",828,"cow",0,0,"V1",1,1
828,"chicken",0,"V1",828,"chicken",0,0,"V1",1,1
828,"goat",0,"V1",828,"goat",0,0,"V1",1,1
828,"donkey",0,"V1",828,"donkey",0,0,"V1",1,1
828,"bird",1,"V1",828,"bird",1,1,"V1",1,1
828,"snake",1,"V1",828,"snake",0,0,"V1",1,0
828,"rat",1,"V1",828,"rat",1,1,"V1",1,1
828,"mouse",0,"V1",828,"mouse",0,0,"V1",1,1
828,"mole",0,"V1",828,"mole",1,1,"V1",1,0
828,"dog",1,"V1",828,"dog",1,1,"V1",1,1
828,"cat",0,"V1",828,"cat",0,0,"V1",1,1
828,"hamster",0,"V1",828,"hamster",0,0,"V1",1,1
828,"guineapig",0,"V1",828,"guineapig",0,0,"V1",1,1
828,"spider",1,"V1",828,"spider",1,1,"V1",1,1
828,"fly",1,"V1",828,"fly",0,0,"V1",1,0
828,"bee",0,"V1",828,"bee",0,0,"V1",1,1
828,"wasp",0,"V1",828,"wasp",0,0,"V1",1,1
828,"centipede",0,"V1",828,"centipede",0,0,"V1",1,1
828,"bat",1,"V1",828,"bat",1,1,"V1",1,1
829,"cat",0,"V1",829,"cat",0,0,"V1",1,1
829,"rabbit",0,"V1",829,"rabbit",0,0,"V1",1,1
829,"gerbil",0,"V1",829,"gerbil",0,0,"V1",1,1
829,"mouse",0,"V1",829,"mouse",0,1,"V1",1,1
829,"chinchilla",0,"V1",829,"chinchilla",0,0,"V1",1,1
829,"iguana",1,"V1",829,"iguana",0,1,"V1",1,0
829,"bird",1,"V1",829,"bird",0,0,"V1",1,0
829,"owl",0,"V1",829,"owl",0,1,"V1",1,1
829,"fish",1,"V1",829,"fish",1,1,"V1",1,1
829,"snake",1,"V1",829,"snake",0,0,"V1",1,0
829,"lion",1,"V1",829,"lion",1,1,"V1",1,1
829,"bear",1,"V1",829,"bear",1,1,"V1",1,1
829,"peacock",1,"V1",829,"peacock",1,1,"V1",1,1
829,"mouse",0,"V1",829,"mouse",1,1,"V1",1,0
830,"dog",0,"V1",830,"dog",0,0,"V1",1,1
830,"fish",1,"V1",830,"fish",0,0,"V1",1,0
830,"frog",0,"V1",830,"frog",0,1,"V1",1,1
830,"duck",1,"V1",830,"duck",0,0,"V1",1,0
830,"eagle",0,"V1",830,"eagle",0,1,"V1",1,1
830,"zebra",1,"V1",830,"zebra",1,1,"V1",1,1
830,"giraffe",0,"V1",830,"giraffe",0,0,"V1",1,1
830,"alligator",1,"V1",830,"alligator",1,1,"V1",1,1
830,"shark",0,"V1",830,"shark",0,0,"V1",1,1
830,"whale",0,"V1",830,"whale",0,0,"V1",1,1
830,"ladybug",1,"V1",830,"ladybug",1,1,"V1",1,1
830,"worm",0,"V1",830,"worm",0,0,"V1",1,1
830,"fly",0,"V1",830,"fly",0,0,"V1",1,1
830,"bee",0,"V1",830,"bee",0,0,"V1",1,1
830,"snake",1,"V1",830,"snake",1,1,"V1",1,1
830,"hawk",1,"V1",830,"hawk",1,1,"V1",1,1
830,"vulture",0,"V1",830,"vulture",0,0,"V1",1,1
830,"elephant",1,"V1",830,"elephant",1,1,"V1",1,1
830,"panda",1,"V1",830,"panda",0,0,"V1",1,0
830,"panther",1,"V1",830,"panther",1,1,"V1",1,1
830,"wolf",1,"V1",830,"wolf",1,1,"V1",1,1
830,"mountainlion",0,"V1",830,"mountainlion",1,1,"V1",1,0
830,"fox",0,"V1",830,"fox",1,1,"V1",1,0
830,"antelope",1,"V1",830,"antelope",1,1,"V1",1,1
830,"deer",1,"V1",830,"deer",0,0,"V1",1,0
830,"turtle",1,"V1",830,"turtle",1,1,"V1",1,1
830,"toad",0,"V1",830,"toad",0,0,"V1",1,1
830,"owl",1,"V1",830,"owl",1,1,"V1",1,1
831,"dog",0,"V1",831,"dog",0,0,"V1",1,1
831,"tiger",1,"V1",831,"tiger",1,1,"V1",1,1
831,"lion",0,"V1",831,"lion",0,0,"V1",1,1
831,"pig",1,"V1",831,"pig",1,1,"V1",1,1
831,"sheep",0,"V1",831,"sheep",0,0,"V1",1,1
831,"cow",0,"V1",831,"cow",0,0,"V1",1,1
831,"bird",1,"V1",831,"bird",1,1,"V1",1,1
831,"eagle",0,"V1",831,"eagle",0,0,"V1",1,1
831,"lion",1,"V1",831,"lion",1,1,"V1",1,1
831,"cheetah",0,"V1",831,"cheetah",0,0,"V1",1,1
831,"whale",1,"V1",831,"whale",1,1,"V1",1,1
831,"dolphin",0,"V1",831,"dolphin",0,0,"V1",1,1
831,"fish",0,"V1",831,"fish",0,0,"V1",1,1
831,"seal",0,"V1",831,"seal",0,0,"V1",1,1
831,"sealion",0,"V1",831,"sealion",0,0,"V1",1,1
831,"shark",0,"V1",831,"shark",0,0,"V1",1,1
831,"badger",1,"V1",831,"badger",1,1,"V1",1,1
831,"honeybadger",0,"V1",831,"honeybadger",0,0,"V1",1,1
831,"grasshopper",1,"V1",831,"grasshopper",1,1,"V1",1,1
831,"penguin",1,"V1",831,"penguin",1,1,"V1",1,1
831,"giraffe",1,"V1",831,"giraffe",1,1,"V1",1,1
831,"sealion",1,"V1",831,"sealion",1,1,"V1",1,1
832,"cat",0,"V1",832,"cat",0,0,"V1",1,1
832,"fish",1,"V1",832,"fish",0,0,"V1",1,0
832,"pig",1,"V1",832,"pig",1,1,"V1",1,1
832,"cow",0,"V1",832,"cow",0,0,"V1",1,1
832,"horse",0,"V1",832,"horse",0,0,"V1",1,1
832,"chicken",0,"V1",832,"chicken",0,0,"V1",1,1
832,"bear",1,"V1",832,"bear",1,1,"V1",1,1
832,"lion",1,"V1",832,"lion",1,1,"V1",1,1
832,"tiger",0,"V1",832,"tiger",0,0,"V1",1,1
832,"koala",1,"V1",832,"koala",1,1,"V1",1,1
832,"giraffe",1,"V1",832,"giraffe",1,1,"V1",1,1
832,"polarbear",1,"V1",832,"polarbear",1,1,"V1",1,1
832,"bird",1,"V1",832,"bird",1,1,"V1",1,1
832,"snake",1,"V1",832,"snake",0,0,"V1",1,0
832,"iguana",0,"V1",832,"iguana",0,0,"V1",1,1
832,"lizard",0,"V1",832,"lizard",0,1,"V1",1,1
833,"cat",0,"V1",833,"cat",0,0,"V1",1,1
833,"mouse",1,"V1",833,"mouse",1,1,"V1",1,1
833,"tiger",1,"V1",833,"tiger",1,1,"V1",1,1
833,"penguin",1,"V1",833,"penguin",1,1,"V1",1,1
833,"giraffe",1,"V1",833,"giraffe",1,1,"V1",1,1
833,"elephant",0,"V1",833,"elephant",0,0,"V1",1,1
833,"lion",0,"V1",833,"lion",0,0,"V1",1,1
833,"horse",1,"V1",833,"horse",1,1,"V1",1,1
833,"donkey",0,"V1",833,"donkey",0,0,"V1",1,1
833,"meerkat",1,"V1",833,"meerkat",1,1,"V1",1,1
833,"cheetah",0,"V1",833,"cheetah",0,0,"V1",1,1
833,"polarbear",1,"V1",833,"polarbear",1,1,"V1",1,1
834,"cat",0,"V1",834,"cat",0,0,"V1",1,1
834,"cow",1,"V1",834,"cow",1,1,"V1",1,1
834,"chicken",0,"V1",834,"chicken",0,0,"V1",1,1
834,"pig",0,"V1",834,"pig",0,0,"V1",1,1
834,"lion",1,"V1",834,"lion",1,1,"V1",1,1
834,"zebra",0,"V1",834,"zebra",0,0,"V1",1,1
834,"elephant",0,"V1",834,"elephant",0,0,"V1",1,1
834,"moose",1,"V1",834,"moose",0,1,"V1",1,0
834,"deer",0,"V1",834,"deer",0,0,"V1",1,1
834,"rat",1,"V1",834,"rat",1,1,"V1",1,1
834,"tiger",1,"V1",834,"tiger",1,1,"V1",1,1
834,"fish",1,"V1",834,"fish",1,1,"V1",1,1
834,"groundhog",1,"V1",834,"groundhog",1,1,"V1",1,1
834,"possum",1,"V1",834,"possum",0,0,"V1",1,0
834,"horse",1,"V1",834,"horse",1,1,"V1",1,1
835,"human",1,"V1",835,"human",1,1,"V1",1,1
835,"ape",0,"V1",835,"ape",0,0,"V1",1,1
835,"insect",1,"V1",835,"insect",1,1,"V1",1,1
835,"spider",1,"V1",835,"spider",0,0,"V1",1,0
835,"elephant",1,"V1",835,"elephant",1,1,"V1",1,1
835,"tiger",0,"V1",835,"tiger",0,0,"V1",1,1
835,"moonglowboa",0,"V1",835,"moonglowboa",1,1,"V1",1,0
835,"monkey",0,"V1",835,"monkey",1,1,"V1",1,0
835,"whitetiger",1,"V1",835,"whitetiger",1,1,"V1",1,1
835,"bird",1,"V1",835,"bird",1,1,"V1",1,1
835,"peacock",0,"V1",835,"peacock",0,0,"V1",1,1
835,"whale",1,"V1",835,"whale",1,1,"V1",1,1
835,"fish",0,"V1",835,"fish",0,0,"V1",1,1
835,"tuna",0,"V1",835,"tuna",0,0,"V1",1,1
835,"cod",0,"V1",835,"cod",0,0,"V1",1,1
835,"giraffe",1,"V1",835,"giraffe",1,1,"V1",1,1
837,"orangutan",0,"V1",837,"orangutan",0,0,"V1",1,1
837,"chimpanzee",0,"V1",837,"chimpanzee",0,0,"V1",1,1
837,"monkey",0,"V1",837,"monkey",0,0,"V1",1,1
837,"whale",1,"V1",837,"whale",1,1,"V1",1,1
837,"dolphin",0,"V1",837,"dolphin",0,0,"V1",1,1
837,"tuna",1,"V1",837,"tuna",0,0,"V1",1,0
837,"goldfish",0,"V1",837,"goldfish",0,0,"V1",1,1
837,"salmon",0,"V1",837,"salmon",0,0,"V1",1,1
837,"trout",0,"V1",837,"trout",0,0,"V1",1,1
837,"tuna",0,"V1",837,"tuna",0,0,"V1",1,1
837,"gorilla",1,"V1",837,"gorilla",1,1,"V1",1,1
837,"giraffe",0,"V1",837,"giraffe",0,0,"V1",1,1
837,"rhino",0,"V1",837,"rhino",0,0,"V1",1,1
837,"cheetah",0,"V1",837,"cheetah",0,0,"V1",1,1
837,"lion",0,"V1",837,"lion",0,0,"V1",1,1
837,"leopard",0,"V1",837,"leopard",0,0,"V1",1,1
837,"panther",0,"V1",837,"panther",0,1,"V1",1,1
837,"dog",1,"V1",837,"dog",1,1,"V1",1,1
837,"cat",0,"V1",837,"cat",0,0,"V1",1,1
837,"panther",1,"V1",837,"panther",0,1,"V1",1,0
837,"pig",1,"V1",837,"pig",1,1,"V1",1,1
837,"horse",0,"V1",837,"horse",0,0,"V1",1,1
837,"elephant",1,"V1",837,"elephant",1,1,"V1",1,1
838,"redpanda",0,"V1",838,"redpanda",0,0,"V1",1,1
838,"fox",1,"V1",838,"fox",1,1,"V1",1,1
838,"wolf",0,"V1",838,"wolf",0,0,"V1",1,1
838,"lion",1,"V1",838,"lion",1,1,"V1",1,1
838,"tiger",0,"V1",838,"tiger",0,0,"V1",1,1
838,"monkey",0,"V1",838,"monkey",1,1,"V1",1,0
838,"snake",1,"V1",838,"snake",1,1,"V1",1,1
838,"horse",0,"V1",838,"horse",1,1,"V1",1,0
838,"chicken",0,"V1",838,"chicken",0,0,"V1",1,1
838,"pig",0,"V1",838,"pig",0,0,"V1",1,1
838,"mouse",1,"V1",838,"mouse",1,1,"V1",1,1
838,"cat",1,"V1",838,"cat",1,1,"V1",1,1
838,"dog",0,"V1",838,"dog",0,0,"V1",1,1
838,"rabbit",0,"V1",838,"rabbit",0,0,"V1",1,1
838,"mountainlion",0,"V1",838,"mountainlion",1,1,"V1",1,0
838,"sheep",1,"V1",838,"sheep",1,1,"V1",1,1
838,"eagle",1,"V1",838,"eagle",1,1,"V1",1,1
838,"bluebird",0,"V1",838,"bluebird",0,0,"V1",1,1
838,"bluejay",0,"V1",838,"bluejay",0,0,"V1",1,1
838,"crow",0,"V1",838,"crow",0,0,"V1",1,1
839,"tiger",0,"V1",839,"tiger",0,0,"V1",1,1
839,"bear",1,"V1",839,"bear",1,1,"V1",1,1
839,"zebra",1,"V1",839,"zebra",1,1,"V1",1,1
839,"cat",1,"V1",839,"cat",1,1,"V1",1,1
839,"dog",0,"V1",839,"dog",0,0,"V1",1,1
839,"polarbear",1,"V1",839,"polarbear",1,1,"V1",1,1
839,"grizzlybear",1,"V1",839,"grizzlybear",0,0,"V1",1,0
839,"blackbear",0,"V1",839,"blackbear",0,0,"V1",1,1
839,"brownbear",0,"V1",839,"brownbear",0,0,"V1",1,1
839,"fish",1,"V1",839,"fish",1,1,"V1",1,1
839,"shark",0,"V1",839,"shark",0,0,"V1",1,1
839,"penguin",0,"V1",839,"penguin",0,0,"V1",1,1
839,"otter",0,"V1",839,"otter",0,0,"V1",1,1
839,"seal",0,"V1",839,"seal",0,0,"V1",1,1
839,"hippo",1,"V1",839,"hippo",0,0,"V1",1,0
839,"pig",1,"V1",839,"pig",1,1,"V1",1,1
839,"horse",0,"V1",839,"horse",0,0,"V1",1,1
839,"cow",0,"V1",839,"cow",0,0,"V1",1,1
839,"llama",1,"V1",839,"llama",1,1,"V1",1,1
839,"alpaca",0,"V1",839,"alpaca",0,0,"V1",1,1
839,"camel",1,"V1",839,"camel",0,0,"V1",1,0
839,"bird",1,"V1",839,"bird",1,1,"V1",1,1
840,"cat",0,"V1",840,"cat",0,0,"V1",1,1
840,"snake",1,"V1",840,"snake",0,0,"V1",1,0
840,"turtle",0,"V1",840,"turtle",0,0,"V1",1,1
840,"centipede",1,"V1",840,"centipede",1,1,"V1",1,1
840,"mouse",1,"V1",840,"mouse",1,1,"V1",1,1
840,"caribou",1,"V1",840,"caribou",1,1,"V1",1,1
840,"wolf",0,"V1",840,"wolf",1,1,"V1",1,0
840,"husky",0,"V1",840,"husky",0,0,"V1",1,1
840,"frog",1,"V1",840,"frog",1,1,"V1",1,1
840,"scorpion",1,"V1",840,"scorpion",1,1,"V1",1,1
840,"grasshopper",0,"V1",840,"grasshopper",0,0,"V1",1,1
840,"cockroach",0,"V1",840,"cockroach",0,0,"V1",1,1
840,"blackbear",1,"V1",840,"blackbear",1,1,"V1",1,1
840,"polarbear",1,"V1",840,"polarbear",0,0,"V1",1,0
840,"grizzlybear",1,"V1",840,"grizzlybear",0,0,"V1",1,0
840,"antelope",1,"V1",840,"antelope",1,1,"V1",1,1
840,"deer",1,"V1",840,"deer",0,0,"V1",1,0
840,"tiger",1,"V1",840,"tiger",1,1,"V1",1,1
840,"lion",0,"V1",840,"lion",0,0,"V1",1,1
840,"swordfish",1,"V1",840,"swordfish",1,1,"V1",1,1
840,"gopher",1,"V1",840,"gopher",1,1,"V1",1,1
840,"porcupine",0,"V1",840,"porcupine",0,0,"V1",1,1
840,"rat",0,"V1",840,"rat",0,0,"V1",1,1
840,"mouse",0,"V1",840,"mouse",0,0,"V1",1,1
840,"viper",1,"V1",840,"viper",1,1,"V1",1,1
840,"cottonmouth",0,"V1",840,"cottonmouth",0,0,"V1",1,1
841,"elephant",0,"V1",841,"elephant",0,0,"V1",1,1
841,"cat",1,"V1",841,"cat",1,1,"V1",1,1
841,"dog",0,"V1",841,"dog",0,0,"V1",1,1
841,"prayingmantis",1,"V1",841,"prayingmantis",1,1,"V1",1,1
841,"shrimp",1,"V1",841,"shrimp",1,1,"V1",1,1
841,"whale",0,"V1",841,"whale",0,0,"V1",1,1
841,"lion",1,"V1",841,"lion",1,1,"V1",1,1
841,"tiger",0,"V1",841,"tiger",0,0,"V1",1,1
841,"hyena",0,"V1",841,"hyena",1,1,"V1",1,0
841,"dingo",1,"V1",841,"dingo",1,1,"V1",1,1
841,"crab",1,"V1",841,"crab",1,1,"V1",1,1
841,"scorpion",1,"V1",841,"scorpion",1,1,"V1",1,1
841,"bird",1,"V1",841,"bird",1,1,"V1",1,1
841,"eagle",0,"V1",841,"eagle",0,0,"V1",1,1
841,"hawk",0,"V1",841,"hawk",0,0,"V1",1,1
841,"horse",1,"V1",841,"horse",1,1,"V1",1,1
841,"cow",0,"V1",841,"cow",0,0,"V1",1,1
841,"chicken",0,"V1",841,"chicken",0,0,"V1",1,1
841,"pig",0,"V1",841,"pig",0,0,"V1",1,1
841,"goat",0,"V1",841,"goat",0,0,"V1",1,1
841,"snake",0,"V1",841,"snake",1,1,"V1",1,0
841,"cricket",1,"V1",841,"cricket",1,1,"V1",1,1
841,"frog",1,"V1",841,"frog",1,1,"V1",1,1
841,"salamander",0,"V1",841,"salamander",0,0,"V1",1,1
841,"crocodile",0,"V1",841,"crocodile",0,0,"V1",1,1
841,"alligator",0,"V1",841,"alligator",0,0,"V1",1,1
841,"armadillo",1,"V1",841,"armadillo",1,1,"V1",1,1
841,"anteater",0,"V1",841,"anteater",0,0,"V1",1,1
842,"cat",0,"V1",842,"cat",0,0,"V1",1,1
842,"spider",1,"V1",842,"spider",1,1,"V1",1,1
842,"ant",1,"V1",842,"ant",0,0,"V1",1,0
842,"centipede",0,"V1",842,"centipede",0,0,"V1",1,1
842,"penguin",1,"V1",842,"penguin",1,1,"V1",1,1
842,"dinosaur",1,"V1",842,"dinosaur",1,1,"V1",1,1
842,"tiger",1,"V1",842,"tiger",1,1,"V1",1,1
842,"lion",0,"V1",842,"lion",0,0,"V1",1,1
842,"horse",1,"V1",842,"horse",1,1,"V1",1,1
842,"mouse",1,"V1",842,"mouse",1,1,"V1",1,1
842,"hamster",0,"V1",842,"hamster",0,0,"V1",1,1
842,"gerbil",0,"V1",842,"gerbil",0,0,"V1",1,1
842,"guineapig",0,"V1",842,"guineapig",0,0,"V1",1,1
842,"pig",1,"V1",842,"pig",1,1,"V1",1,1
842,"hog",0,"V1",842,"hog",0,0,"V1",1,1
842,"boar",1,"V1",842,"boar",0,0,"V1",1,0
842,"bat",1,"V1",842,"bat",1,1,"V1",1,1
842,"whale",1,"V1",842,"whale",1,1,"V1",1,1
842,"rhino",1,"V1",842,"rhino",1,1,"V1",1,1
842,"gopher",1,"V1",842,"gopher",1,1,"V1",1,1
842,"camel",1,"V1",842,"camel",1,1,"V1",1,1
843,"tiger",0,"V1",843,"tiger",0,0,"V1",1,1
843,"bear",1,"V1",843,"bear",1,1,"V1",1,1
843,"cat",1,"V1",843,"cat",1,1,"V1",1,1
843,"turtle",1,"V1",843,"turtle",0,0,"V1",1,0
843,"flamingo",1,"V1",843,"flamingo",1,1,"V1",1,1
843,"shark",1,"V1",843,"shark",1,1,"V1",1,1
843,"octopus",0,"V1",843,"octopus",0,0,"V1",1,1
843,"clam",0,"V1",843,"clam",0,0,"V1",1,1
843,"lobster",0,"V1",843,"lobster",0,0,"V1",1,1
843,"dolphin",0,"V1",843,"dolphin",0,0,"V1",1,1
843,"alligator",0,"V1",843,"alligator",0,0,"V1",1,1
843,"bird",1,"V1",843,"bird",1,1,"V1",1,1
843,"pterodactyl",1,"V1",843,"pterodactyl",1,1,"V1",1,1
843,"dinosaur",0,"V1",843,"dinosaur",0,0,"V1",1,1
843,"amphibian",0,"V1",843,"amphibian",0,0,"V1",1,1
843,"crab",1,"V1",843,"crab",1,1,"V1",1,1
843,"shrimp",1,"V1",843,"shrimp",0,0,"V1",1,0
843,"elephant",1,"V1",843,"elephant",1,1,"V1",1,1
844,"cat",0,"V1",844,"cat",0,0,"V1",1,1
844,"penguin",1,"V1",844,"penguin",1,1,"V1",1,1
844,"pig",1,"V1",844,"pig",1,1,"V1",1,1
844,"rhino",1,"V1",844,"rhino",1,1,"V1",1,1
844,"zebra",0,"V1",844,"zebra",0,0,"V1",1,1
844,"leopard",0,"V1",844,"leopard",0,0,"V1",1,1
844,"cheetah",0,"V1",844,"cheetah",0,0,"V1",1,1
