Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
70,ferret,0.3291476269145177,3.01,0.0001
70,hamster,0.4955654191033265,3.31,0.1667
70,raccoon,0.2919567256492588,3.27,0.0001
70,squirrel,0.45847915775556103,3.69,0.0001
70,bird,0.46148074479594925,4.63,0.1667
70,peacock,0.5288801100877042,3.44,0.0001
71,antelope,0.0001,3.08,0.0001
71,shark,0.3195519535132778,4.1,0.0001
71,whale,0.4783327474667829,3.98,0.0001
71,bunny,0.27461558676953124,3.88,0.0001
71,rabbit,0.8379736246024897,4.05,0.0001
71,dog,0.5229291303540531,5.1,0.0001
71,cat,0.6237586776418724,4.78,0.0001
71,bird,0.5016037867066757,4.63,0.0001
71,turtle,0.39777921269711936,3.91,0.2
71,hippo,0.41995195607976243,3.13,0.0001
71,beaver,0.32443362235136974,3.61,0.0001
71,squirrel,0.43561149867115645,3.69,0.0001
71,chipmunk,0.626327545622425,2.74,0.0001
71,lion,0.38582685833183716,4.25,0.0001
71,tiger,0.5287590434181855,4.3,0.25
71,ostrich,0.35181162058207915,3.05,0.1667
71,leopard,0.3211173358712336,3.59,0.0001
71,fox,0.35792618117262553,4.66,0.0001
71,swan,0.3019957345902038,3.84,0.0001
71,goose,0.618747981657124,3.84,0.0001
71,duck,0.6371378990469865,4.21,0.0001
71,porcupine,0.27484202420155446,2.88,0.1111
71,skunk,0.4591959306342095,3.1,0.1111
71,sugar glider,0.38729486813452985,3.08,0.0001
72,cat,0.0001,4.78,0.0001
72,dog,0.6237586776418724,5.1,0.0001
72,elephant,0.37632524868219264,4.08,0.0001
72,giraffe,0.5317287512193349,3.32,0.1429
72,lizard,0.3129116368478987,3.63,0.0001
72,chameleon,0.6318006987072604,3.1,0.0001
72,crocodile,0.40697784546192184,3.49,0.0001
72,centipede,0.2927052361853685,2.79,0.0001
72,sheep,0.35597049189192154,4.19,0.125
72,goat,0.49838371937602166,4.02,0.0001
72,chicken,0.3768896505737327,4.63,0.0001
72,duck,0.4831644117495094,4.21,0.2
72,penguin,0.3481098363920332,3.78,0.0001
72,polar bear,0.5149102795244207,3.89,0.1429
72,bird,0.31342836789765127,4.63,0.1429
72,tiger,0.39054301199539165,4.3,0.0001
72,horse,0.3993194070878425,4.76,0.0001
72,gerbil,0.4202600896106652,2.44,0.0001
73,dog,0.0001,5.1,0.0001
73,cat,0.6237586776418724,4.78,0.0001
73,crocodile,0.37711382277896566,3.49,0.125
73,alligator,0.7675973157183913,3.32,0.0001
73,zebra,0.24316113903216585,3.4,0.0001
73,giraffe,0.4528724633327149,3.32,0.0001
73,kangaroo,0.38529763775903936,3.5,0.0001
73,gorilla,0.3617748773851608,3.62,0.0001
73,bird,0.4255139746816613,4.63,0.0001
73,parrot,0.5972170069185448,3.49,0.0001
73,lion,0.3626574664289477,4.25,0.2
73,buffalo,0.41693183443841475,4.14,0.1667
73,fish,0.3051313225586363,4.9,0.1667
73,ferret,0.33533932542987877,3.01,0.2
73,hamster,0.4955654191033265,3.31,0.1667
73,mouse,0.47310706894873045,4.31,0.1667
73,rat,0.6046930033878715,4.17,0.0001
73,snake,0.5229016968033144,4.23,0.0001
73,jaguar,0.33463118717620177,3.51,0.0001
73,shark,0.31682206812688163,4.1,0.0001
73,whale,0.4783327474667829,3.98,0.0001
74,aardvark,0.0001,2.39,0.0001
74,antelope,0.6168402852911546,3.08,0.0001
74,bear,0.34325464069787603,4.71,0.0001
74,bunny,0.38592955699222153,3.88,0.25
74,cat,0.46181499966502737,4.78,0.0001
74,cheetah,0.38873142652151027,3.2,0.25
74,dog,0.3422510909626212,5.1,0.0001
74,dolphin,0.3260914534597956,3.67,0.1667
74,dinosaur,0.36951699181020226,3.77,0.1429
74,elephant,0.42689286859973896,4.08,0.0001
74,frog,0.32292719700200434,3.89,0.1429
74,giraffe,0.27933915057881364,3.32,0.0001
74,horse,0.39408455747618765,4.76,0.0001
74,iguana,0.39006257666844646,2.74,0.0001
74,lion,0.2422129791605394,4.25,0.1667
74,leopard,0.5666639620635257,3.59,0.2
74,lemur,0.35448010875534197,2.57,0.4
74,monkey,0.4959759579529137,4.07,0.0001
74,narwhal,0.2999343893607255,2.28,0.0714
74,octopus,0.4110525173532067,3.46,0.1429
74,kangaroo,0.3992067061278539,3.5,0.1429
74,hippo,0.39854773408108657,3.13,0.0001
74,zebra,0.443146243456614,3.4,0.0001
74,yak,0.35162149332932224,3.12,0.0001
74,tiger,0.3879515934710087,4.3,0.0001
74,rhino,0.3872567487681564,3.57,0.25
76,lion,0.0001,4.25,0.0001
76,tiger,0.5287590434181855,4.3,0.25
76,ant,0.21571838816547795,3.86,0.0001
76,boar,0.39750525003420933,3.3,0.0001
76,hippo,0.32413429724659903,3.13,0.0001
76,giraffe,0.512419551841061,3.32,0.0001
76,cheetah,0.4323966557706309,3.2,0.0001
76,cat,0.38873142652151027,4.78,0.25
76,dog,0.6237586776418724,5.1,0.0001
76,rat,0.49587117601693886,4.17,0.0001
76,chicken,0.43505040227476854,4.63,0.0001
76,bird,0.5380033785601342,4.63,0.0001
76,toucan,0.4731082373300053,2.36,0.0001
76,horse,0.24408049147979916,4.76,0.0001
76,pony,0.6593121731495007,3.81,0.0001
76,fish,0.3286438905636604,4.9,0.0001
76,toad,0.27264200878454337,3.34,0.0001
76,clownfish,0.22000504223911865,2.18,0.0001
77,zebra,0.0001,3.4,0.0001
77,ox,0.19650385555011796,3.47,0.0001
77,cat,0.19197953617302743,4.78,0.0001
77,alligator,0.3629585036809143,3.32,0.1429
77,butterfly,0.27984062063230364,3.93,0.0001
77,hamster,0.24359051001631427,3.31,0.0001
77,ferret,0.4955654191033265,3.01,0.1667
77,snail,0.28267663809968846,3.67,0.0001
77,mouse,0.41346481705669813,4.31,0.0001
77,tarantula,0.2835394669305138,2.72,0.0001
77,snake,0.43663254959538633,4.23,0.1111
77,fly,0.36081783721421623,4.75,0.0001
77,horse,0.3925503253764603,4.76,0.0001
77,ostrich,0.3559529756338986,3.05,0.1667
77,giraffe,0.5338457528952726,3.32,0.0001
77,hippo,0.512419551841061,3.13,0.0001
77,lion,0.3957305202794541,4.25,0.0001
77,tiger,0.5287590434181855,4.3,0.25
77,liger,0.5412456033630603,2.23,0.2
77,donkey,0.28362191851051843,3.62,0.0001
78,kangaroo,0.0001,3.5,0.0001
78,spider,0.38206539338772005,4.25,0.1667
78,snake,0.43996129103817716,4.23,0.2
78,snail,0.399014754895329,3.67,0.75
78,dog,0.3781336519780538,5.1,0.0001
78,cat,0.6237586776418724,4.78,0.0001
78,frog,0.44478401717763005,3.89,0.0001
78,turtle,0.5018993791623642,3.91,0.0001
78,gerbil,0.35805195893866115,2.44,0.3333
78,hamster,0.6225326675295295,3.31,0.0001
78,guinea pig,0.6165143748468315,3.8,0.0001
78,bird,0.3236706371918254,4.63,0.0001
78,kangaroo,0.3500962911496438,3.5,0.0001
78,lizard,0.3989766560738548,3.63,0.1667
78,lion,0.34589821415882027,4.25,0.2
78,tiger,0.5287590434181855,4.3,0.25
78,leopard,0.5404639920734413,3.59,0.2
79,dog,0.0001,5.1,0.0001
79,cat,0.6237586776418724,4.78,0.0001
79,horse,0.541054220222016,4.76,0.0001
79,bat,0.4150246827926021,4.3,0.0001
79,bear,0.393963879236948,4.71,0.3333
79,fish,0.3372105215903183,4.9,0.0001
79,fox,0.3448247206174695,4.66,0.25
79,turtle,0.30693912571848525,3.91,0.0001
79,monkey,0.37797703403867366,4.07,0.0001
79,elephant,0.42282806997623434,4.08,0.0001
79,lion,0.5054773378551576,4.25,0.4286
79,zebra,0.44709301963309955,3.4,0.0001
79,octopus,0.3326102480601958,3.46,0.0001
79,ox,0.3361269940914553,3.47,0.4286
79,gazelle,0.29802126707027177,2.87,0.0001
79,giraffe,0.45363869489043396,3.32,0.0001
79,gibbon,0.42691449413797133,2.8,0.0001
79,orangutan,0.5777484684923428,2.8,0.25
79,toucan,0.43620529795111773,2.36,0.125
79,lemur,0.43660057712787825,2.57,0.0001
79,eagle,0.29153448751175026,4.13,0.0001
79,snake,0.38515226599865626,4.23,0.0001
79,tarantula,0.43663254959538633,2.72,0.1111
79,tiger,0.26003444572493106,4.3,0.1111
79,jaguar,0.4587286106909373,3.51,0.1667
80,horse,0.0001,4.76,0.0001
80,dog,0.5956302472299828,5.1,0.25
80,cat,0.6237586776418724,4.78,0.0001
80,snake,0.4411978121673301,4.23,0.0001
80,tiger,0.37977041150578916,4.3,0.0001
80,hamster,0.24850537423082864,3.31,0.1667
80,gerbil,0.6225326675295295,2.44,0.0001
80,spider,0.3501476402104283,4.25,0.0001
80,mouse,0.3692251435170335,4.31,0.0001
80,lion,0.34852978356493014,4.25,0.0001
80,gorilla,0.40299202680522295,3.62,0.0001
80,giraffe,0.387173713001127,3.32,0.2
80,polar bear,0.3881657817146251,3.89,0.1429
80,panda,0.4216284479945984,3.65,0.1429
80,sloth,0.30616433525093756,3.1,0.0001
80,bee,0.18727300830570393,4.09,0.0001
80,butterfly,0.4776852433743487,3.93,0.1429
81,elephant,0.0001,4.08,0.0001
81,giraffe,0.5317287512193349,3.32,0.1429
81,zebra,0.4528724633327149,3.4,0.0001
81,antelope,0.4990129152501417,3.08,0.0001
81,alligator,0.4082582089959408,3.32,0.1429
81,crocodile,0.7675973157183913,3.49,0.0001
81,seal,0.2873354046887866,4.3,0.125
81,shark,0.33615430688303394,4.1,0.0001
81,dolphin,0.4062871613011956,3.67,0.1667
81,caterpillar,0.1480582169356317,3.38,0.0001
81,zebra,0.3737614597091159,3.4,0.0001
81,whale,0.3109249581546101,3.98,0.0001
81,dolphin,0.46004639817524906,3.67,0.1667
81,fish,0.43117270409430586,4.9,0.1667
81,frog,0.4198267496825392,3.89,0.25
81,dog,0.4486416539774568,5.1,0.25
81,cat,0.6237586776418724,4.78,0.0001
81,snail,0.38456857139779266,3.67,0.0001
81,tadpole,0.4299716105317859,2.51,0.1667
81,ant,0.3624833674757325,3.86,0.1667
81,spider,0.420240231667779,4.25,0.0001
81,snake,0.43996129103817716,4.23,0.2
82,kangaroo,0.0001,3.5,0.0001
82,dog,0.3552557324806851,5.1,0.1667
82,cat,0.6237586776418724,4.78,0.0001
82,tiger,0.47262307729318465,4.3,0.0001
82,leopard,0.5404639920734413,3.59,0.2
82,jaguar,0.4945974328559488,3.51,0.0001
82,flamingo,0.28273031820269556,3.06,0.0001
82,peacock,0.5344080881681924,3.44,0.0001
82,koala,0.279639800379075,3.04,0.0001
82,bear,0.4441992528034129,4.71,0.0001
82,cicada,0.1719178072608154,2.49,0.0001
82,wasp,0.3797580531601412,3.35,0.0001
82,bee,0.5597386299950705,4.09,0.0001
82,fly,0.3330314045924888,4.75,0.0001
82,butterfly,0.5321349892511852,3.93,0.2857
82,elephant,0.3876420481533994,4.08,0.0001
82,giraffe,0.5317287512193349,3.32,0.1429
82,monkey,0.32872687194020234,4.07,0.0001
82,chimpanzee,0.6560314149812995,2.96,0.25
83,dog,0.0001,5.1,0.0001
83,cat,0.6237586776418724,4.78,0.0001
83,alligator,0.3629585036809143,3.32,0.1429
83,giraffe,0.2865010857890318,3.32,0.0001
83,zebra,0.4528724633327149,3.4,0.0001
83,kangaroo,0.3852070510305211,3.5,0.0001
83,pig,0.3345176138990493,4.14,0.1667
83,dinosaur,0.31992824856180935,3.77,0.0001
83,hippo,0.33873875421146504,3.13,0.0001
83,lizard,0.3732154345832783,3.63,0.2
83,bird,0.386838106027633,4.63,0.2
83,cicada,0.2527441430398101,2.49,0.1667
83,ant,0.3190263156000558,3.86,0.0001
83,mole,0.32177316714161286,3.67,0.0001
83,mosquito,0.3532290881607898,3.61,0.1429
84,dog,0.0001,5.1,0.0001
84,cat,0.6237586776418724,4.78,0.0001
84,horse,0.541054220222016,4.76,0.0001
84,fish,0.48632402533088626,4.9,0.0001
84,frog,0.4198267496825392,3.89,0.25
84,cow,0.41382630347810945,4.14,0.0001
84,pig,0.5070622080559183,4.14,0.0001
84,chicken,0.4295279429259016,4.63,0.2
84,bunny,0.3647305125190188,3.88,0.0001
84,lizard,0.36669931296842007,3.63,0.0001
84,snake,0.4689230476663202,4.23,0.0001
84,elephant,0.3814371686671503,4.08,0.0001
84,guinea pig,0.36580950537351575,3.8,0.0001
84,llama,0.3351076537477169,2.95,0.0001
84,alpaca,0.7554728308075465,2.8,0.3333
84,tiger,0.2604797589623762,4.3,0.0001
84,zebra,0.3613058323254972,3.4,0.0001
84,monkey,0.4621224278619789,4.07,0.0001
84,sloth,0.385188859758002,3.1,0.0001
84,dinosaur,0.25275529914259254,3.77,0.0001
84,turtle,0.3717540169931205,3.91,0.1429
84,ferret,0.3957006637590299,3.01,0.2
84,aardvark,0.43897168405046316,2.39,0.0001
84,tortoise,0.38048125954256107,3.26,0.0001
84,koala,0.3167831049928296,3.04,0.1667
84,kangaroo,0.6206977653718412,3.5,0.1667
85,snake,0.0001,4.23,0.0001
85,tiger,0.37977041150578916,4.3,0.0001
85,bear,0.45064464243033664,4.71,0.0001
85,dog,0.46636329670712706,5.1,0.0001
85,cat,0.6237586776418724,4.78,0.0001
85,whale,0.3924104276136344,3.98,0.0001
85,dolphin,0.46004639817524906,3.67,0.1667
85,lizard,0.27735569725190157,3.63,0.0001
85,guinea pig,0.3692957229309892,3.8,0.1
85,bird,0.3236706371918254,4.63,0.0001
85,insect,0.4108287781632691,3.76,0.0001
85,cardinal,0.22742112343372356,3.9,0.0001
85,bald eagle,0.30070217910182717,3.65,0.375
85,panda,0.2342507372224738,3.65,0.25
85,tasmanian devil,0.2830534313165951,3.18,0.2
85,jellyfish,0.3729014914760216,3.25,0.0667
85,sea turtle,0.4674589446829577,3.88,0.0001
85,box turtle,0.7707455808073412,3.88,0.3333
85,mountain lion,0.20621587523054408,4.13,0.0909
85,alligator,0.3580653965277637,3.32,0.0001
85,cow,0.4033256932892201,4.14,0.0001
85,goat,0.44629529327254636,4.02,0.0001
85,sheep,0.49838371937602166,4.19,0.0001
85,pig,0.4346000005916766,4.14,0.0001
85,lemur,0.26470549051248704,2.57,0.0001
86,anteater,0.0001,2.28,0.0001
86,armadillo,0.4718127574984956,2.7,0.0001
86,badger,0.3965185621678595,3.48,0.0001
86,baboon,0.4229671823046055,2.73,0.2
86,giraffe,0.41563651781822997,3.32,0.0001
86,elephant,0.5317287512193349,4.08,0.1429
86,american toad,0.19118093388740198,3.34,0.4167
86,bullfrog,0.5321931789054977,2.34,0.0001
86,northern cricket frog,0.47382059720211545,3.74,0.1875
86,gray treefrog,0.1923365748239927,1.21,0.375
86,eastern newt,0.20624694904713903,3.22,0.0667
86,long tailed salamander,0.3588749068873227,2.66,0.125
86,dolphin,0.21117028251806857,3.67,0.1875
86,manatee,0.4993324553947658,2.74,0.0001
86,beluga whale,0.5456203862534994,2.67,0.1111
86,whale shark,0.7047237655416434,3.73,0.1111
86,great white shark,0.7333981415246745,4.08,0.4545
86,hammerhead,0.5391060002271086,2.68,0.0001
86,blowfish,0.38820798273293,2.29,0.0001
86,clownfish,0.4517201748723423,2.18,0.4286
86,robin,0.3285872042146969,4.33,0.0001
86,blue jay,0.42714173801332533,4.31,0.0001
86,bald eagle,0.37381007906405683,3.65,0.0001
86,barn owl,0.3689558677803202,3.63,0.25
86,white tailed deer,0.29677919354295146,3.29,0.0909
86,possum,0.36710010609656096,2.94,0.0001
86,opossum,0.853708396285747,2.47,0.8333
86,macaw,0.2657024983923506,2.33,0.2
86,pygmy marmoset,0.5396902769265689,1.97,0.2308
87,dog,0.0001,5.1,0.0001
87,cat,0.6237586776418724,4.78,0.0001
87,fish,0.4610633754267154,4.9,0.0001
87,hamster,0.44077878573880624,3.31,0.0001
87,rat,0.5229370647068682,4.17,0.3333
87,lizard,0.37833006405323466,3.63,0.0001
87,tiger,0.2714802049419376,4.3,0.2
87,lion,0.5287590434181855,4.25,0.25
87,zebra,0.44709301963309955,3.4,0.0001
87,bear,0.2957879102285197,4.71,0.2
87,monkey,0.39073331496528585,4.07,0.0001
87,giraffe,0.32872687194020234,3.32,0.0001
87,elephant,0.5317287512193349,4.08,0.1429
87,turkey,0.387601263846975,4.56,0.0001
87,anteater,0.2710115814893247,2.28,0.1667
87,ostrich,0.4541687792657987,3.05,0.1667
87,whale,0.39445307636200666,3.98,0.0001
87,rhino,0.3865891941563093,3.57,0.0001
87,anteater,0.38759522896051246,2.28,0.0001
87,ant,0.6011530687443682,3.86,0.5
87,bee,0.46445351261619816,4.09,0.0001
87,wasp,0.5597386299950705,3.35,0.0001
87,caterpillar,0.3843366155483532,3.38,0.125
87,butterfly,0.5744318263412838,3.93,0.25
87,grasshopper,0.4069916226844481,3.03,0.0001
87,panda,0.1330879562151207,3.65,0.125
87,crane,0.24755335977863369,3.92,0.0001
87,bunny,0.22043848328958915,3.88,0.0001
88,pig,0.0001,4.14,0.0001
88,cow,0.5070622080559183,4.14,0.0001
88,rabbit,0.39422122685452576,4.05,0.0001
88,tiger,0.3646574640341622,4.3,0.0001
88,horse,0.3993194070878425,4.76,0.0001
88,cat,0.541054220222016,4.78,0.0001
88,dog,0.6237586776418724,5.1,0.0001
88,komodo dragon,0.28187091321946145,2.63,0.1667
88,lizard,0.6180510797523765,3.63,0.0833
88,iguana,0.6742757649334065,2.74,0.0001
88,scorpion,0.330951270374394,3.37,0.125
88,snake,0.39972854781154077,4.23,0.125
88,bird,0.393693254646463,4.63,0.0001
88,raven,0.40996318434052115,3.79,0.0001
88,crow,0.5792481965467113,3.8,0.0001
88,hawk,0.5187188954335081,3.81,0.0001
88,falcon,0.5743545082645681,3.74,0.1667
88,eagle,0.5331691532450329,4.13,0.1667
88,worm,0.2958346254065003,3.77,0.0001
88,bug,0.3391560744676597,4.2,0.0001
88,fox,0.2254895085972708,4.66,0.0001
88,coyote,0.4381869922896049,3.36,0.0001
88,wolf,0.5489451457701423,4.35,0.0001
88,squirrel,0.42130816114771097,3.69,0.1667
88,mole,0.29065188695785393,3.67,0.1667
88,groundhog,0.2692001809314233,2.9,0.0001
88,wolverine,0.321282581715318,3.44,0.0001
89,fox,0.0001,4.66,0.0001
89,horse,0.36550505223126695,4.76,0.25
89,bee,0.3611043809575696,4.09,0.0001
89,dog,0.3992138819483697,5.1,0.0001
89,cat,0.6237586776418724,4.78,0.0001
89,hamster,0.47734703131193257,3.31,0.3333
89,rabbit,0.5536260637718117,4.05,0.3333
89,snake,0.5071358378090258,4.23,0.0001
89,dolphin,0.341658170666133,3.67,0.0001
89,hippo,0.27126372819960065,3.13,0.0001
89,giraffe,0.512419551841061,3.32,0.0001
89,tiger,0.28767526557057055,4.3,0.0001
89,lion,0.5287590434181855,4.25,0.25
89,cheetah,0.47627769689067656,3.2,0.0001
89,zebra,0.5968207321996659,3.4,0.4
89,rat,0.3808021543513769,4.17,0.0001
89,mouse,0.6046930033878715,4.31,0.0001
89,bird,0.4435826181267303,4.63,0.0001
89,fish,0.4946106208867136,4.9,0.0001
89,shark,0.5343008496832359,4.1,0.0001
89,stingray,0.468608612954198,2.93,0.1667
89,starfish,0.47317164549578883,3.0,0.2857
90,axolotl,0.0001,2.02,0.0001
90,anteater,0.34644205175621023,2.28,0.2
90,lion,0.35940779469260964,4.25,0.0001
90,lemur,0.397997753162592,2.57,0.25
90,emu,0.38444380352266805,3.05,0.25
90,ostrich,0.5830967292645418,3.05,0.0001
90,tiger,0.35181162058207915,4.3,0.1667
90,elephant,0.5129784205874345,4.08,0.0001
90,bee,0.3646512820948402,4.09,0.0001
90,tasmanian devil,0.19081391757867994,3.18,0.0001
90,gopher,0.3222416213666017,2.87,0.0001
90,groundhog,0.4888338215993966,2.9,0.125
90,otter,0.3077136128425739,3.37,0.0001
90,bear,0.3445690177507216,4.71,0.0001
90,cockroach,0.2712488428420936,3.16,0.1667
90,snake,0.39370854526082955,4.23,0.0001
90,frog,0.4505387073234619,3.89,0.0001
90,salamander,0.5408249722271008,2.76,0.0001
90,turtle,0.46961048446200415,3.91,0.1111
90,cat,0.39595929070340397,4.78,0.2
90,dog,0.6237586776418724,5.1,0.0001
90,mountain lion,0.28725758263481904,4.13,0.0001
90,goldfish,0.1811406480772605,3.28,0.0001
91,ant,0.0001,3.86,0.0001
91,baboon,0.402702169819922,2.73,0.0001
91,cat,0.32775084305415314,4.78,0.0001
91,dog,0.6237586776418724,5.1,0.0001
91,fish,0.5082364880357054,4.9,0.0001
91,bird,0.4946106208867136,4.63,0.0001
91,snake,0.393693254646463,4.23,0.0001
91,worm,0.4235825532485229,3.77,0.0001
91,butterfly,0.3661698094055228,3.93,0.0001
91,bear,0.2870432298661756,4.71,0.1429
91,flamingo,0.24563905035387168,3.06,0.0001
91,octopus,0.4003436607208868,3.46,0.0001
91,whale,0.4414419701193588,3.98,0.0001
91,starfish,0.3841910199046603,3.0,0.0001
91,chinchilla,0.28371517189333717,2.57,0.0001
91,hamster,0.5092359241955359,3.31,0.0001
91,guinea pig,0.6165143748468315,3.8,0.0001
91,tiger,0.2922905948126171,4.3,0.1
91,lion,0.5287590434181855,4.25,0.25
91,elephant,0.5054773378551576,4.08,0.4286
91,hippo,0.5452487954133951,3.13,0.0001
91,giraffe,0.512419551841061,3.32,0.0001
91,turtle,0.33659273101542786,3.91,0.0001
92,dog,0.0001,5.1,0.0001
92,cat,0.6237586776418724,4.78,0.0001
92,painted dog,0.32684906888669185,4.28,0.1111
92,goat,0.31202192654050154,4.02,0.1111
92,lion,0.3264564609401597,4.25,0.0001
92,bear,0.4909899626699804,4.71,0.0001
92,tiger,0.45064464243033664,4.3,0.0001
92,lion,0.5287590434181855,4.25,0.25
92,elephant,0.5054773378551576,4.08,0.4286
92,giraffe,0.5317287512193349,3.32,0.1429
92,flamingo,0.4151034930671611,3.06,0.0001
92,bass,0.23589670611259828,4.28,0.0001
92,trout,0.47270424799462973,3.78,0.0001
92,butterfly,0.316574547502793,3.93,0.1429
92,walleye,0.2700157536496789,2.56,0.2857
92,sturgeon,0.5455848581945714,3.34,0.0001
92,shark,0.41749305177781015,4.1,0.0001
92,tigerfish,0.3038487634345486,1.29,0.0001
92,hammerhead,0.2677685001525042,2.68,0.0001
92,whale,0.4141106337979539,3.98,0.0001
92,dolphin,0.46004639817524906,3.67,0.1667
92,seagull,0.2751902735755424,3.02,0.0001
92,catfish,0.40986650776760536,3.35,0.0001
92,ant,0.25459045156059446,3.86,0.1667
92,beetle,0.3897181371676577,3.53,0.2
92,prairie dog,0.32152388822567746,3.68,0.0001
92,water buffalo,0.36409509377476046,4.12,0.0001
92,antelope,0.3392088937111364,3.08,0.3
92,zebra,0.4990129152501417,3.4,0.0001
93,aardvark,0.0001,2.39,0.0001
93,anteater,0.6607393932028556,2.28,0.0001
93,elephant,0.4535886384025034,4.08,0.0001
93,tiger,0.5129784205874345,4.3,0.0001
93,lion,0.5287590434181855,4.25,0.25
93,bear,0.4909899626699804,4.71,0.0001
93,cub,0.4749226069609681,3.49,0.0001
93,goat,0.41380476166183255,4.02,0.0001
93,cow,0.44629529327254636,4.14,0.0001
93,rooster,0.4318014772380314,3.31,0.0001
93,chicken,0.6102020858305408,4.63,0.0001
93,pig,0.4295279429259016,4.14,0.2
93,giraffe,0.27579073496087325,3.32,0.0001
93,snake,0.28885251710596815,4.23,0.0001
93,sloth,0.288248391324077,3.1,0.25
93,bird,0.19495933869493687,4.63,0.0001
93,penguin,0.5171125779489641,3.78,0.0001
93,pelican,0.4641919886867325,3.07,0.5714
93,buffalo,0.3003751795742735,4.14,0.1429
93,bison,0.6490123669121313,3.26,0.3333
93,horse,0.30384731413421884,4.76,0.0001
93,moose,0.4242699751837078,3.61,0.25
93,deer,0.5255163623440284,4.12,0.0001
93,squirrel,0.44134053969889075,3.69,0.0001
93,frog,0.34071347602931923,3.89,0.0001
93,salamander,0.5408249722271008,2.76,0.0001
93,whale,0.26272832351293274,3.98,0.1111
93,dolphin,0.46004639817524906,3.67,0.1667
93,turtle,0.33445888052093387,3.91,0.1667
93,fish,0.4278678007663548,4.9,0.0001
93,octopus,0.4286758971171304,3.46,0.0001
93,stingray,0.3582134580427503,2.93,0.1429
93,jellyfish,0.44589204969118024,3.25,0.0001
93,crab,0.3941643257176184,3.76,0.0001
93,starfish,0.48426126253621227,3.0,0.1429
94,aardvark,0.0001,2.39,0.0001
94,monkey,0.33694341776199965,4.07,0.0001
94,lion,0.5164601551434109,4.25,0.0001
94,tiger,0.5287590434181855,4.3,0.25
94,giraffe,0.28767526557057055,3.32,0.0001
94,anteater,0.4217437425275574,2.28,0.0001
94,tick,0.3285260155595252,3.8,0.1667
94,whale,0.3021702587464008,3.98,0.0001
94,walrus,0.5132629534945431,2.98,0.3333
94,clam,0.40128367308822366,3.22,0.1667
94,sea anemone,0.4460988395252393,2.56,0.25
94,clownfish,0.593904721939558,2.18,0.125
94,tiger,0.2396951142167465,4.3,0.0001
94,dog,0.3767166959202204,5.1,0.25
94,cat,0.6237586776418724,4.78,0.0001
94,dolphin,0.318907658486542,3.67,0.0001
94,hyena,0.35746046655174635,2.8,0.1667
94,wolf,0.3857018138757038,4.35,0.0001
94,eagle,0.4209967068906417,4.13,0.0001
94,falcon,0.5331691532450329,3.74,0.1667
94,crow,0.4117128739675664,3.8,0.1667
94,pigeon,0.4882846300443039,3.61,0.0001
94,bobcat,0.2532669331689138,2.8,0.0001
95,cat,0.0001,4.78,0.0001
95,dog,0.6237586776418724,5.1,0.0001
95,hamster,0.46637836375923847,3.31,0.0001
95,rat,0.5229370647068682,4.17,0.3333
95,tiger,0.36144115677121236,4.3,0.0001
95,lion,0.5287590434181855,4.25,0.25
95,cheetah,0.47627769689067656,3.2,0.0001
95,leopard,0.6901226907763703,3.59,0.0001
95,bobcat,0.39199200897216857,2.8,0.0001
95,wolf,0.376858559932439,4.35,0.0001
95,coyote,0.5489451457701423,3.36,0.0001
95,mouse,0.37343886214387967,4.31,0.0001
95,horse,0.40555740689215125,4.76,0.25
95,deer,0.4802334026816032,4.12,0.25
95,moose,0.5255163623440284,3.61,0.0001
95,mule,0.29497277750877116,3.44,0.5
95,donkey,0.5233868072309256,3.62,0.0001
95,snake,0.3940839518217947,4.23,0.2
95,lizard,0.4689230476663202,3.63,0.0001
95,turtle,0.47933041560418554,3.91,0.0001
95,possum,0.3986187713009126,2.94,0.2
95,opossum,0.853708396285747,2.47,0.8333
95,raccoon,0.6335855730043713,3.27,0.0001
96,rainbowfish,0.0001,0.0001,0.0001
96,starling,0.4636301069372677,3.03,0.0001
96,dog,0.31009533266563916,5.1,0.0001
96,cat,0.6237586776418724,4.78,0.0001
96,aardvark,0.34910927530039104,2.39,0.0001
96,tiger,0.3302286721947334,4.3,0.0001
96,eel,0.373540091834361,3.23,0.0001
96,corydoras,0.3708979025437984,1.25,0.0001
96,ocelot,0.2543595210293159,2.34,0.0001
96,rattlesnake,0.4220551586141743,2.87,0.2222
96,rat,0.38895576586743985,4.17,0.3333
96,sheep,0.41513479131757647,4.19,0.0001
96,chicken,0.38841369188656816,4.63,0.0001
96,rabbit,0.44005631902727704,4.05,0.2
97,tiger,0.0001,4.3,0.0001
97,bear,0.45064464243033664,4.71,0.0001
97,lion,0.4909899626699804,4.25,0.0001
97,giraffe,0.40956235129219287,3.32,0.0001
97,gray treefrog,0.24591990593225144,1.21,0.0667
97,green tree frog,0.3395710949216726,3.82,0.5333
97,anole,0.34610918553674974,1.55,0.3636
97,long tailed lizard,0.5148277197499974,3.17,0.0833
97,cat,0.24425848860544508,4.78,0.0833
97,dog,0.6237586776418724,5.1,0.0001
97,puma,0.3123882275606664,3.22,0.0001
97,zebra,0.3691355784506254,3.4,0.2
97,elephant,0.3986454433345328,4.08,0.1429
97,giraffe,0.5317287512193349,3.32,0.1429
97,buffalo,0.3270857386463657,4.14,0.0001
